id;treatment;genotype;sex;slice;order;CbRegion(vermis_hemispheres);mean;area
20;ctrl;sca;f;5;F;hemispheres;41.801;309156.687
20;ctrl;sca;f;6;A;vermis;38.082;381921.066
20;ctrl;sca;f;6;B;vermis;30.718;311948.052
20;ctrl;sca;f;6;C;hemispheres;37.551;222438.860
20;ctrl;sca;f;6;D;hemispheres;36.434;240195.649
20;ctrl;sca;f;6;E;hemispheres;44.982;529359.082
20;ctrl;sca;f;6;F;hemispheres;48.956;280774.161
20;ctrl;sca;f;7;A;vermis;40.183;279696.407
20;ctrl;sca;f;7;B;vermis;24.006;230838.253
20;ctrl;sca;f;7;C;hemispheres;43.522;533459.268
20;ctrl;sca;f;7;D;hemispheres;41.105;293034.238
20;ctrl;sca;f;7;E;hemispheres;34.694;437399.224
20;ctrl;sca;f;7;F;hemispheres;40.241;339350.649
20;ctrl;sca;f;8;A;vermis;42.072;310435.149
20;ctrl;sca;f;8;B;vermis;23.054;144113.679
20;ctrl;sca;f;8;C;hemispheres;42.258;560627.425
20;ctrl;sca;f;8;D;hemispheres;41.301;457066.959
20;ctrl;sca;f;8;E;hemispheres;38.342;468294.822
20;ctrl;sca;f;8;F;hemispheres;34.924;244849.047
20;ctrl;sca;f;9;A;vermis;31.3;302297.183
20;ctrl;sca;f;9;B;vermis;33.236;175506.831
20;ctrl;sca;f;9;C;hemispheres;38.588;302177.433
20;ctrl;sca;f;9;D;hemispheres;37.663;236358.576
20;ctrl;sca;f;9;E;hemispheres;32.575;500365.998
20;ctrl;sca;f;9;F;hemispheres;43.115;648866.588
20;ctrl;sca;f;10;A;vermis;35.841;868451.678
20;ctrl;sca;f;10;B;vermis;29.909;379232.586
20;ctrl;sca;f;10;C;hemispheres;35.423;591352.673
20;ctrl;sca;f;10;D;hemispheres;32.586;549878.563
20;ctrl;sca;f;10;E;hemispheres;40.515;438200.371
20;ctrl;sca;f;10;F;hemispheres;40.434;719745.320
20;ctrl;sca;f;11;A;vermis;36.393;227385.731
20;ctrl;sca;f;11;B;vermis;40.698;171081.127
20;ctrl;sca;f;11;C;hemispheres;46.079;407338.506
20;ctrl;sca;f;11;D;hemispheres;46.494;399220.779
20;ctrl;sca;f;11;E;hemispheres;35.912;349763.872
20;ctrl;sca;f;11;F;hemispheres;32.598;349659.302
20;ctrl;sca;f;12;A;vermis;32.699;339052.117
20;ctrl;sca;f;12;B;vermis;47.398;203067.971
20;ctrl;sca;f;12;C;hemispheres;48.487;546432.788
20;ctrl;sca;f;12;D;hemispheres;50.166;454068.140
20;ctrl;sca;f;13;A;vermis;40.901;161205.937
20;ctrl;sca;f;13;B;vermis;46.59;141514.589
20;ctrl;sca;f;13;C;hemispheres;48.08;476468.207
20;ctrl;sca;f;13;D;hemispheres;47.436;212346.095
20;ctrl;sca;f;13;E;hemispheres;42.801;85734.525
20;ctrl;sca;f;14;A;vermis;51.97;184747.850
20;ctrl;sca;f;14;B;vermis;52.109;199316.917
20;ctrl;sca;f;14;C;hemispheres;44.25;438554.562
20;ctrl;sca;f;14;D;hemispheres;48.215;179546.298
20;ctrl;sca;f;15;A;vermis;49.211;355680.553
20;ctrl;sca;f;15;B;vermis;38.759;187866.419
23;ctrl;wt;m;1;C;hemispheres;31.494;465812.110
23;ctrl;wt;m;1;D;hemispheres;38.996;291990.218
23;ctrl;wt;m;1;E;hemispheres;30.943;369114.522
23;ctrl;wt;m;1;F;hemispheres;39.212;144725.923
23;ctrl;wt;m;2;C;hemispheres;30.849;373319.278
23;ctrl;wt;m;2;D;hemispheres;33.717;183678.529
23;ctrl;wt;m;2;E;hemispheres;31.228;384749.536
23;ctrl;wt;m;2;F;hemispheres;37.043;272477.652
23;ctrl;wt;m;3;A;vermis;29.043;231151.965
23;ctrl;wt;m;3;C;hemispheres;33.373;316652.049
23;ctrl;wt;m;3;D;hemispheres;32.013;329623.883
23;ctrl;wt;m;3;E;hemispheres;32.256;427567.887
23;ctrl;wt;m;3;F;hemispheres;37.966;147233.935
23;ctrl;wt;m;4;A;vermis;30.816;123199.528
23;ctrl;wt;m;4;B;vermis;19.355;93960.196
23;ctrl;wt;m;4;C;hemispheres;35.63;429321.977
23;ctrl;wt;m;4;D;hemispheres;32.551;223692.022
23;ctrl;wt;m;4;E;hemispheres;36.518;206753.247
23;ctrl;wt;m;4;F;hemispheres;28.853;342540.057
23;ctrl;wt;m;5;A;vermis;30.077;305048.069
23;ctrl;wt;m;5;B;vermis;29.017;311894.080
23;ctrl;wt;m;5;C;hemispheres;41.379;311853.601
23;ctrl;wt;m;5;D;hemispheres;35.315;244420.644
23;ctrl;wt;m;5;E;hemispheres;38.477;206277.618
23;ctrl;wt;m;5;F;hemispheres;34.458;307976.050
23;ctrl;wt;m;6;A;vermis;28.417;340246.247
23;ctrl;wt;m;6;B;vermis;21.51;354677.011
23;ctrl;wt;m;6;C;hemispheres;31.214;511946.365
23;ctrl;wt;m;6;D;hemispheres;36.217;353504.807
23;ctrl;wt;m;6;E;hemispheres;40.169;281781.076
23;ctrl;wt;m;6;F;hemispheres;34.211;401558.442
23;ctrl;wt;m;7;A;vermis;19.302;194771.462
23;ctrl;wt;m;7;B;vermis;23.637;176996.121
23;ctrl;wt;m;7;C;hemispheres;41.561;241136.785
23;ctrl;wt;m;7;D;hemispheres;38.148;297353.685
23;ctrl;wt;m;7;E;hemispheres;32.85;319355.709
23;ctrl;wt;m;7;F;hemispheres;34.367;414521.842
23;ctrl;wt;m;8;A;vermis;24.936;295373.587
23;ctrl;wt;m;8;B;vermis;19.291;212108.281
23;ctrl;wt;m;8;C;hemispheres;36.718;349795.918
23;ctrl;wt;m;8;D;hemispheres;35.451;418185.191
23;ctrl;wt;m;8;E;hemispheres;30.094;491959.858
23;ctrl;wt;m;8;F;hemispheres;34.958;424820.374
23;ctrl;wt;m;9;A;vermis;29.569;675456.232
23;ctrl;wt;m;9;C;hemispheres;34.503;443980.435
23;ctrl;wt;m;9;D;hemispheres;35.294;426247.259
23;ctrl;wt;m;9;E;hemispheres;31.447;335393.827
23;ctrl;wt;m;9;F;hemispheres;34.188;465260.584
23;ctrl;wt;m;10;C;hemispheres;30.669;198244.223
23;ctrl;wt;m;10;D;hemispheres;34.251;550728.622
23;ctrl;wt;m;10;E;hemispheres;36.835;360755.608
23;ctrl;wt;m;10;F;hemispheres;32.805;474159.217
23;ctrl;wt;m;11;A;vermis;24.584;221689.998
23;ctrl;wt;m;11;B;vermis;29.492;172612.582
23;ctrl;wt;m;11;C;hemispheres;34.385;371890.707
23;ctrl;wt;m;11;D;hemispheres;25.871;199888.683
23;ctrl;wt;m;11;E;hemispheres;36.048;354994.097
23;ctrl;wt;m;12;A;vermis;22.172;107594.873
23;ctrl;wt;m;12;B;vermis;33.497;145960.533
23;ctrl;wt;m;12;C;hemispheres;36.868;271681.565
23;ctrl;wt;m;12;D;hemispheres;39.033;318699.612
23;ctrl;wt;m;12;E;hemispheres;38.15;149983.134
23;ctrl;wt;m;13;A;vermis;28.624;164172.710
23;ctrl;wt;m;13;B;vermis;26.46;207918.705
23;ctrl;wt;m;13;C;hemispheres;36.096;398205.431
23;ctrl;wt;m;13;D;hemispheres;41.621;184572.441
23;ctrl;wt;m;13;E;hemispheres;36.301;185088.548
23;ctrl;wt;m;14;A;vermis;33.365;347765.222
23;ctrl;wt;m;14;B;vermis;33.657;187782.088
23;ctrl;wt;m;14;C;hemispheres;39.57;239085.849
29;ctrl;wt;f;1;A;vermis;37.019;312145.387
29;ctrl;wt;f;1;B;vermis;45.47;139080.789
29;ctrl;wt;f;1;C;hemispheres;50.456;616869.624
29;ctrl;wt;f;1;D;hemispheres;48.121;149438.354
29;ctrl;wt;f;1;E;hemispheres;60.507;487802.328
29;ctrl;wt;f;1;F;hemispheres;52.062;132224.658
29;ctrl;wt;f;2;A;vermis;31.244;163830.326
29;ctrl;wt;f;2;B;vermis;47.945;187011.300
29;ctrl;wt;f;2;C;hemispheres;47.625;660185.529
29;ctrl;wt;f;2;D;hemispheres;46.093;106090.403
29;ctrl;wt;f;2;E;hemispheres;56.499;573007.252
29;ctrl;wt;f;2;F;hemispheres;51.186;101229.550
29;ctrl;wt;f;3;A;vermis;52.468;133530.106
29;ctrl;wt;f;3;B;vermis;48.72;193471.074
29;ctrl;wt;f;3;C;hemispheres;54.788;522642.941
29;ctrl;wt;f;3;D;hemispheres;61.477;430988.362
29;ctrl;wt;f;3;E;hemispheres;53.046;460625.738
29;ctrl;wt;f;3;F;hemispheres;50.313;92727.273
29;ctrl;wt;f;4;A;vermis;51.765;162337.662
29;ctrl;wt;f;4;B;vermis;41.352;147114.185
29;ctrl;wt;f;4;C;hemispheres;49.777;469551.358
29;ctrl;wt;f;4;D;hemispheres;52.967;383858.998
29;ctrl;wt;f;4;E;hemispheres;52.944;496429.415
29;ctrl;wt;f;4;F;hemispheres;54.981;489866.757
29;ctrl;wt;f;5;A;vermis;51.69;187392.478
29;ctrl;wt;f;5;B;vermis;41.85;349362.456
29;ctrl;wt;f;5;C;hemispheres;47.05;458930.680
29;ctrl;wt;f;5;D;hemispheres;51.97;493413.729
29;ctrl;wt;f;5;E;hemispheres;51.591;481711.924
29;ctrl;wt;f;5;F;hemispheres;49.093;413273.739
29;ctrl;wt;f;6;A;vermis;45.666;204235.116
29;ctrl;wt;f;6;B;vermis;34.221;117714.623
29;ctrl;wt;f;6;C;hemispheres;52.889;422427.053
29;ctrl;wt;f;6;D;hemispheres;48.45;519386.068
29;ctrl;wt;f;6;E;hemispheres;44.589;422297.183
29;ctrl;wt;f;6;F;hemispheres;48.969;479109.462
29;ctrl;wt;f;7;A;vermis;46.1;263078.091
29;ctrl;wt;f;7;B;vermis;52.322;165174.566
29;ctrl;wt;f;7;C;hemispheres;46.806;577179.963
29;ctrl;wt;f;7;D;hemispheres;49.583;461199.190
29;ctrl;wt;f;7;E;hemispheres;52.087;586889.863
29;ctrl;wt;f;7;F;hemispheres;52.059;607534.154
29;ctrl;wt;f;8;A;vermis;53.358;93629.617
29;ctrl;wt;f;8;B;vermis;47.127;391189.071
29;ctrl;wt;f;8;C;hemispheres;56.152;406480.013
29;ctrl;wt;f;8;D;hemispheres;51.036;531057.514
29;ctrl;wt;f;8;E;hemispheres;48.441;503305.785
29;ctrl;wt;f;8;F;hemispheres;51.037;622553.550
29;ctrl;wt;f;9;A;vermis;46.277;185822.230
29;ctrl;wt;f;9;B;vermis;42.318;484646.652
29;ctrl;wt;f;9;C;hemispheres;53.858;401796.256
29;ctrl;wt;f;9;D;hemispheres;56.768;387699.443
29;ctrl;wt;f;9;E;hemispheres;55.625;322592.343
29;ctrl;wt;f;9;F;hemispheres;50.121;405705.853
29;ctrl;wt;f;10;A;vermis;43.529;265624.895
29;ctrl;wt;f;10;B;vermis;40.923;155955.473
29;ctrl;wt;f;10;C;hemispheres;45.051;220912.464
29;ctrl;wt;f;10;D;hemispheres;52.135;401597.234
29;ctrl;wt;f;10;E;hemispheres;52.159;412433.800
29;ctrl;wt;f;10;F;hemispheres;49.481;421728.791
29;ctrl;wt;f;11;A;vermis;49.476;343761.174
29;ctrl;wt;f;11;B;vermis;47.935;235260.584
29;ctrl;wt;f;11;C;hemispheres;54.7;617734.863
29;ctrl;wt;f;11;D;hemispheres;53.389;204105.245
29;ctrl;wt;f;11;E;hemispheres;50.571;410226.008
29;ctrl;wt;f;11;F;hemispheres;49.824;228600.101
29;ctrl;wt;f;12;A;vermis;51.658;163769.607
29;ctrl;wt;f;12;B;vermis;46.147;171067.634
29;ctrl;wt;f;12;C;hemispheres;55.048;457497.048
29;ctrl;wt;f;12;D;hemispheres;49.653;220355.878
29;ctrl;wt;f;12;E;hemispheres;52.317;437712.936
29;ctrl;wt;f;12;F;hemispheres;51.649;249436.667
29;ctrl;wt;f;13;A;vermis;58.645;191502.783
29;ctrl;wt;f;13;B;vermis;55.021;197691.010
29;ctrl;wt;f;13;C;hemispheres;62.382;342378.141
29;ctrl;wt;f;13;D;hemispheres;61.538;304533.648
29;ctrl;wt;f;14;A;vermis;55.785;288417.946
29;ctrl;wt;f;14;B;vermis;54.192;171637.713
31;eda;sca;f;1;C;hemispheres;40.034;156272.559
31;eda;sca;f;1;D;hemispheres;37.366;351654.579
31;eda;sca;f;1;E;hemispheres;46.726;392531.624
31;eda;sca;f;1;F;hemispheres;48.824;332128.521
31;eda;sca;f;2;C;hemispheres;39.212;528645.640
31;eda;sca;f;2;D;hemispheres;39.209;197832.687
31;eda;sca;f;2;E;hemispheres;47.154;472599.089
31;eda;sca;f;2;F;hemispheres;34.802;145994.265
31;eda;sca;f;3;A;vermis;35.258;314467.870
31;eda;sca;f;3;B;vermis;24.618;210200.708
31;eda;sca;f;3;C;hemispheres;35.228;427986.170
31;eda;sca;f;3;D;hemispheres;43.532;526193.287
31;eda;sca;f;3;E;hemispheres;41.911;432707.033
31;eda;sca;f;3;F;hemispheres;41.829;355803.677
31;eda;sca;f;4;A;vermis;37.656;161032.215
31;eda;sca;f;4;B;vermis;22.122;254397.032
31;eda;sca;f;4;C;hemispheres;39.348;371202.564
31;eda;sca;f;4;D;hemispheres;41.762;256675.662
31;eda;sca;f;4;E;hemispheres;36.673;405213.358
31;eda;sca;f;4;F;hemispheres;39.652;321374.599
31;eda;sca;f;5;A;vermis;40.003;167276.101
31;eda;sca;f;5;B;vermis;33.098;236262.439
31;eda;sca;f;5;C;hemispheres;40.649;433229.887
31;eda;sca;f;5;D;hemispheres;43.988;380075.898
31;eda;sca;f;5;E;hemispheres;40.674;514815.315
31;eda;sca;f;5;F;hemispheres;44.235;411664.699
31;eda;sca;f;6;A;vermis;40.183;157535.841
31;eda;sca;f;6;B;vermis;30.53;491995.277
31;eda;sca;f;6;C;hemispheres;38.991;423153.989
31;eda;sca;f;6;D;hemispheres;43.759;501431.945
31;eda;sca;f;6;E;hemispheres;39.712;489844.830
31;eda;sca;f;6;F;hemispheres;38.988;365284.196
31;eda;sca;f;7;A;vermis;33.288;262072.862
31;eda;sca;f;7;B;vermis;33.065;179539.551
31;eda;sca;f;7;C;hemispheres;40.327;516313.038
31;eda;sca;f;7;D;hemispheres;40.404;347338.506
31;eda;sca;f;7;E;hemispheres;41.273;445274.077
31;eda;sca;f;7;F;hemispheres;40.779;488741.778
31;eda;sca;f;8;A;vermis;35.26;225159.386
31;eda;sca;f;8;B;vermis;25.686;90330.579
31;eda;sca;f;8;C;hemispheres;34.737;575338.168
31;eda;sca;f;8;D;hemispheres;35.425;638692.866
31;eda;sca;f;8;E;hemispheres;42.935;460645.977
31;eda;sca;f;8;F;hemispheres;41.896;437950.751
31;eda;sca;f;9;A;vermis;39.857;146387.249
31;eda;sca;f;9;B;vermis;36.77;176216.900
31;eda;sca;f;9;C;hemispheres;33.081;581961.545
31;eda;sca;f;9;D;hemispheres;34.073;520475.628
31;eda;sca;f;9;E;hemispheres;41.915;433334.458
31;eda;sca;f;9;F;hemispheres;41.815;561843.481
31;eda;sca;f;10;A;vermis;34.029;61828.302
31;eda;sca;f;10;B;vermis;33.18;170242.874
31;eda;sca;f;10;C;hemispheres;31.156;411005.229
31;eda;sca;f;10;D;hemispheres;32.928;173818.519
31;eda;sca;f;10;E;hemispheres;44.898;456839.265
31;eda;sca;f;10;F;hemispheres;41.871;484138.978
31;eda;sca;f;11;A;vermis;30.022;193135.436
31;eda;sca;f;11;B;vermis;31.209;195117.220
31;eda;sca;f;11;C;hemispheres;30.555;254251.982
31;eda;sca;f;11;D;hemispheres;39.794;420617.305
31;eda;sca;f;11;E;hemispheres;38.6;446670.602
31;eda;sca;f;12;A;vermis;42.456;166474.954
31;eda;sca;f;12;B;vermis;37.612;227046.720
31;eda;sca;f;12;C;hemispheres;40.851;444874.346
31;eda;sca;f;12;D;hemispheres;41.363;534181.144
31;eda;sca;f;13;A;vermis;44.098;296800.472
31;eda;sca;f;13;B;vermis;40.372;236724.574
31;eda;sca;f;13;C;hemispheres;40.964;356808.905
31;eda;sca;f;13;D;hemispheres;40.452;254506.662
31;eda;sca;f;14;A;vermis;43.602;193369.877
31;eda;sca;f;14;B;vermis;41.993;228875.021
36;eda;sca;m;1;C;hemispheres;36.796;334203.070
36;eda;sca;m;1;D;hemispheres;28.517;375813.797
36;eda;sca;m;1;E;hemispheres;27.014;366734.694
36;eda;sca;m;1;F;hemispheres;25.263;51863.721
36;eda;sca;m;2;C;hemispheres;24.435;497043.346
36;eda;sca;m;2;D;hemispheres;28.883;369539.551
36;eda;sca;m;2;E;hemispheres;23.729;661124.979
36;eda;sca;m;2;F;hemispheres;25.497;111801.316
36;eda;sca;m;3;C;hemispheres;19.869;429797.605
36;eda;sca;m;3;D;hemispheres;27.292;176638.556
36;eda;sca;m;3;E;hemispheres;26.073;669266.318
36;eda;sca;m;3;F;hemispheres;25.185;423509.867
36;eda;sca;m;4;A;vermis;20.952;104363.299
36;eda;sca;m;4;B;vermis;30.162;175299.376
36;eda;sca;m;4;C;hemispheres;27.335;419782.425
36;eda;sca;m;4;D;hemispheres;27.687;292071.176
36;eda;sca;m;4;E;hemispheres;27.373;281256.536
36;eda;sca;m;4;F;hemispheres;33.186;436442.908
36;eda;sca;m;5;A;vermis;27.342;254103.559
36;eda;sca;m;5;B;vermis;20.071;134120.425
36;eda;sca;m;5;C;hemispheres;24.052;409298.364
36;eda;sca;m;5;D;hemispheres;24.854;117689.324
36;eda;sca;m;5;E;hemispheres;27.553;385159.386
36;eda;sca;m;5;F;hemispheres;33.753;266343.397
36;eda;sca;m;6;A;vermis;22.514;124346.433
36;eda;sca;m;6;B;vermis;25.595;375248.777
36;eda;sca;m;6;C;hemispheres;26.258;444376.792
36;eda;sca;m;6;D;hemispheres;27.018;171329.061
36;eda;sca;m;6;E;hemispheres;30.697;363747.681
36;eda;sca;m;6;F;hemispheres;41.107;337797.268
36;eda;sca;m;7;A;vermis;23.62;371202.564
36;eda;sca;m;7;B;vermis;17.695;171963.232
36;eda;sca;m;7;C;hemispheres;29.231;351730.477
36;eda;sca;m;7;D;hemispheres;33.086;468697.925
36;eda;sca;m;7;E;hemispheres;24.25;559591.837
36;eda;sca;m;7;F;hemispheres;29.256;130607.185
36;eda;sca;m;8;A;vermis;25.688;269241.019
36;eda;sca;m;8;B;vermis;23.444;162872.322
36;eda;sca;m;8;C;hemispheres;31.567;214967.111
36;eda;sca;m;8;D;hemispheres;31.46;560801.147
36;eda;sca;m;8;E;hemispheres;25.855;422614.269
36;eda;sca;m;8;F;hemispheres;28.082;566198.347
36;eda;sca;m;9;A;vermis;24.747;268809.243
36;eda;sca;m;9;B;vermis;19.37;66070.164
36;eda;sca;m;9;C;hemispheres;31.387;367542.587
36;eda;sca;m;9;D;hemispheres;29.439;474081.633
36;eda;sca;m;9;E;hemispheres;34.492;649161.747
36;eda;sca;m;9;F;hemispheres;29.446;505147.580
36;eda;sca;m;10;A;vermis;30.823;209348.963
36;eda;sca;m;10;B;vermis;16.801;170281.666
36;eda;sca;m;10;C;hemispheres;27.021;390409.850
36;eda;sca;m;10;D;hemispheres;27.544;360983.302
36;eda;sca;m;10;E;hemispheres;37.887;541642.773
36;eda;sca;m;10;F;hemispheres;30.053;243164.109
36;eda;sca;m;11;A;vermis;15.492;191735.537
36;eda;sca;m;11;C;hemispheres;24.848;181487.603
36;eda;sca;m;11;D;hemispheres;25.804;569134.761
36;eda;sca;m;11;E;hemispheres;30.257;434864.227
36;eda;sca;m;11;F;hemispheres;28.09;356601.450
36;eda;sca;m;12;A;vermis;25.771;250131.557
36;eda;sca;m;12;B;vermis;26.143;172142.014
36;eda;sca;m;12;C;hemispheres;27.847;177158.037
36;eda;sca;m;12;D;hemispheres;34.176;328964.412
36;eda;sca;m;12;E;hemispheres;32.105;345827.290
36;eda;sca;m;12;F;hemispheres;34.12;216778.546
36;eda;sca;m;13;A;vermis;31.808;184127.172
36;eda;sca;m;13;B;vermis;13.971;157805.701
36;eda;sca;m;13;C;hemispheres;32.409;369659.302
36;eda;sca;m;13;D;hemispheres;32.316;122789.678
36;eda;sca;m;13;E;hemispheres;26.148;285312.869
36;eda;sca;m;13;F;hemispheres;32.165;222836.903
36;eda;sca;m;14;A;vermis;28.188;195009.276
36;eda;sca;m;14;B;vermis;24.256;179632.316
36;eda;sca;m;14;C;hemispheres;34.13;221241.356
36;eda;sca;m;14;D;hemispheres;34.308;146211.840
36;eda;sca;m;15;A;vermis;31.687;145046.382
36;eda;sca;m;15;B;vermis;27.622;154272.221
37;ctrl;sca;m;1;C;hemispheres;31.907;389655.928
37;ctrl;sca;m;1;D;hemispheres;36.4;110202.395
37;ctrl;sca;m;1;E;hemispheres;30.226;639902.176
37;ctrl;sca;m;1;F;hemispheres;33.862;134854.107
37;ctrl;sca;m;2;C;hemispheres;27.78;605692.360
37;ctrl;sca;m;2;D;hemispheres;42.324;150580.199
37;ctrl;sca;m;2;E;hemispheres;29.607;614410.525
37;ctrl;sca;m;2;F;hemispheres;39.685;103427.222
37;ctrl;sca;m;3;C;hemispheres;29.715;643599.258
37;ctrl;sca;m;3;D;hemispheres;36.37;124781.582
37;ctrl;sca;m;3;E;hemispheres;28.109;596586.271
37;ctrl;sca;m;3;F;hemispheres;40.516;87014.674
37;ctrl;sca;m;4;C;hemispheres;27.963;524451.004
37;ctrl;sca;m;4;D;hemispheres;32.801;88269.523
37;ctrl;sca;m;4;E;hemispheres;31.509;516088.716
37;ctrl;sca;m;4;F;hemispheres;34.176;196771.800
37;ctrl;sca;m;5;A;vermis;26.552;117245.741
37;ctrl;sca;m;5;B;vermis;22.2;104823.748
37;ctrl;sca;m;5;C;hemispheres;30.402;590092.764
37;ctrl;sca;m;5;D;hemispheres;30.075;112066.116
37;ctrl;sca;m;5;E;hemispheres;30.133;480610.558
37;ctrl;sca;m;5;F;hemispheres;37.951;276245.573
37;ctrl;sca;m;6;A;vermis;22.748;164510.035
37;ctrl;sca;m;6;B;vermis;26.567;237237.308
37;ctrl;sca;m;6;C;hemispheres;31.83;511442.064
37;ctrl;sca;m;6;D;hemispheres;33.549;300342.385
37;ctrl;sca;m;6;E;hemispheres;35.451;348463.485
37;ctrl;sca;m;6;F;hemispheres;29.666;346517.119
37;ctrl;sca;m;7;A;vermis;28.676;232282.004
37;ctrl;sca;m;7;B;vermis;21.785;434820.374
37;ctrl;sca;m;7;C;hemispheres;30.696;515107.101
37;ctrl;sca;m;7;D;hemispheres;30.778;254796.762
37;ctrl;sca;m;7;E;hemispheres;29.238;487336.819
37;ctrl;sca;m;7;F;hemispheres;29.26;509932.535
37;ctrl;sca;m;8;A;vermis;26.727;213260.246
37;ctrl;sca;m;8;C;hemispheres;28.039;517584.753
37;ctrl;sca;m;8;D;hemispheres;25.315;639752.066
37;ctrl;sca;m;8;E;hemispheres;28.719;496679.035
37;ctrl;sca;m;8;F;hemispheres;30.548;418952.606
37;ctrl;sca;m;9;A;vermis;24.669;268277.956
37;ctrl;sca;m;9;B;vermis;32.431;272418.620
37;ctrl;sca;m;9;C;hemispheres;28.531;423361.444
37;ctrl;sca;m;9;D;hemispheres;24.372;483167.482
37;ctrl;sca;m;9;E;hemispheres;28.631;352975.207
37;ctrl;sca;m;9;F;hemispheres;26.685;692615.955
37;ctrl;sca;m;10;A;vermis;24.681;128574.802
37;ctrl;sca;m;10;B;vermis;27.953;330708.383
37;ctrl;sca;m;10;C;hemispheres;32.17;608834.542
37;ctrl;sca;m;10;D;hemispheres;24.006;597581.380
37;ctrl;sca;m;10;E;hemispheres;28.972;413553.719
37;ctrl;sca;m;10;F;hemispheres;21.393;398733.345
37;ctrl;sca;m;11;A;vermis;24.395;162403.441
37;ctrl;sca;m;11;B;vermis;33.658;225663.687
37;ctrl;sca;m;11;C;hemispheres;36.389;496188.227
37;ctrl;sca;m;11;D;hemispheres;24.481;523845.505
37;ctrl;sca;m;11;E;hemispheres;24.002;326974.195
37;ctrl;sca;m;11;F;hemispheres;25.888;231145.218
37;ctrl;sca;m;12;A;vermis;26.273;338583.235
37;ctrl;sca;m;12;C;hemispheres;28.502;544085.006
37;ctrl;sca;m;12;D;hemispheres;26.608;237373.925
37;ctrl;sca;m;12;E;hemispheres;30.535;215682.240
37;ctrl;sca;m;12;F;hemispheres;27.179;431740.597
37;ctrl;sca;m;13;A;vermis;25.531;391544.949
37;ctrl;sca;m;13;B;vermis;28.618;129809.411
37;ctrl;sca;m;13;C;hemispheres;29.416;414058.020
37;ctrl;sca;m;13;D;hemispheres;27.812;609558.104
37;ctrl;sca;m;13;E;hemispheres;27.947;210743.802
37;ctrl;sca;m;14;A;vermis;31.016;302793.051
37;ctrl;sca;m;14;B;vermis;35.417;155940.293
