hist_id,slice,side,part ID,structure,area,psa_ncam
6378,2,p,,DG PL hilus,X,X
6378,2,p,,DG-ML,X,X
6378,3,l,,CA1 SLM,9916,15.007
6378,3,l,,CA4 pyr,12299,13.215
6378,3,l,,DG PL hilus,26973,14.627
6378,3,l,,DG-ML,26671,14.494
6378,3,p,,CA1 SLM,15986,14.706
6378,3,p,,CA4 pyr,15374,10.977
6378,3,p,,DG PL hilus,32957,14.628
6378,3,p,,DG-ML,21302,14.613
6378,4,l,,CA1 SLM,13420,11.358
6378,4,l,,CA4 pyr,12508,11.138
6378,4,l,,DG PL hilus,37860,11.779
6378,4,l,,DG-ML,19534,11.677
6378,4,p,,CA1 SLM,8664,16.078
6378,4,p,,CA4 pyr,12903,8.666
6378,4,p,,DG PL hilus,26055,12.248
6378,4,p,,DG-ML,27914,13.103
6378,5,l,,CA1 SLM,10518,12.655
6378,5,l,,CA4 pyr,11033,9.318
6378,5,l,,DG PL hilus,38096,10.097
6378,5,l,,DG-ML,66681,10.553
6378,5,p,,CA1 SLM,27939,13.391
6378,5,p,,CA4 pyr,15859,11.61
6378,5,p,,DG PL hilus,25200,11.879
6378,5,p,,DG-ML,30926,12.605
6378,6,l,,CA1 SLM,12064,14.056
6378,6,l,,CA4 pyr,9656,12.135
6378,6,l,,DG PL hilus,30140,11.893
6378,6,l,,DG-ML,28598,12.247
6378,6,p,,CA1 SLM,15282,12.697
6378,6,p,,CA4 pyr,6029,9.103
6378,6,p,,DG PL hilus,32279,10.931
6378,6,p,,DG-ML,32827,11.814
6378,7,l,,CA1 SLM,14908,14.839
6378,7,l,,CA4 pyr,9368,12.327
6378,7,l,,DG PL hilus,19629,12.666
6378,7,l,,DG-ML,24291,13.241
6378,7,p,,CA1 SLM,20008,14.181
6378,7,p,,CA4 pyr,9283,10.754
6378,7,p,,DG PL hilus,23662,12.653
6378,7,p,,DG-ML,22823,11.057
6378,8,l,,CA1 SLM,9703,13.554
6378,8,l,,CA4 pyr,14834,9.803
6378,8,l,,DG PL hilus,17398,10.454
6378,8,l,,DG-ML,16851,11.165
6378,8,p,,CA1 SLM,8978,13.93
6378,8,p,,CA4 pyr,18017,11.972
6378,8,p,,DG PL hilus,31720,12.694
6378,8,p,,DG-ML,14901,12.089
6378,9,l,,CA1 SLM,12210,13.782
6378,9,l,,CA4 pyr,16455,11.718
6378,9,l,,DG PL hilus,44250,14.39
6378,9,l,,DG-ML,14592,12.887
6378,9,p,,CA1 SLM,11870,11.556
6378,9,p,,CA4 pyr,17077,9.974
6378,9,p,,DG PL hilus,9337,13.378
6378,9,p,,DG-ML,20917,10.826
6378,10,l,,CA1 SLM,17511,13.14
6378,10,l,,CA4 pyr,9123,13.213
6378,10,l,,DG PL hilus,14642,14.338
6378,10,l,,DG-ML,32609,14.91
6378,10,p,,CA1 SLM,18313,12.424
6378,10,p,,CA4 pyr,19425,11.303
6378,10,p,,DG PL hilus,44053,12.548
6378,10,p,,DG-ML,26549,11.333
6378,11,l,,CA1 SLM,15163,12.651
6378,11,l,,CA4 pyr,X,X
6378,11,l,,DG PL hilus,62501,13.856
6378,11,l,,DG-ML,18443,13.541
6378,11,p,,CA1 SLM,11424,11.217
6378,11,p,,CA4 pyr,X,X
6378,11,p,,DG PL hilus,X,X
6378,11,p,,DG-ML,24463,12.249
6378,16 - control,l,,CA1 SLM,10572,11.909
6378,16 - control,l,,CA4 pyr,10046,10.333
6378,16 - control,l,,DG PL hilus,20272,9.563
6378,16 - control,l,,DG-ML,19404,10.545
6378,16 - control,p,,CA1 SLM,10449,10.173
6378,16 - control,p,,CA4 pyr,12560,10.199
6378,16 - control,p,,DG PL hilus,18539,8.894
6378,16 - control,p,,DG-ML,9195,10.291
6380,1,l,,CA1 SLM,X,X
6380,1,l,,CA4 pyr,X,X
6380,1,l,,DG PL hilus,X,X
6380,1,l,,DG-ML,X,X
6380,1,p,,CA1 SLM,X,X
6380,1,p,,CA4 pyr,X,X
6380,1,p,,DG PL hilus,X,X
6380,1,p,,DG-ML,14463,19.206
6380,2,l,,CA1 SLM,8130,14.579
6380,2,l,,CA4 pyr,6650,13.016
6380,2,l,,DG PL hilus,12206,13.816
6380,2,l,,DG-ML,15601,14.12
6380,2,p,,CA1 SLM,8934,15.103
6380,2,p,,CA4 pyr,7037,13.964
6380,2,p,,DG PL hilus,7114,14.784
6380,2,p,,DG-ML,9755,14.893
6380,3,l,,CA1 SLM,8404,14.743
6380,3,l,,CA4 pyr,10011,13.619
6380,3,l,,DG PL hilus,17460,14.326
6380,3,l,,DG-ML,10894,15.013
6380,3,p,,CA1 SLM,14274,13.23
6380,3,p,,CA4 pyr,13544,11.577
6380,3,p,,DG PL hilus,19617,12.571
6380,3,p,,DG-ML,15377,13.987
6380,4,l,,CA1 SLM,13528,11.229
6380,4,l,,CA4 pyr,9361,9.871
6380,4,l,,DG PL hilus,20121,11.982
6380,4,l,,DG-ML,14717,9.566
6380,4,p,,CA1 SLM,11634,11.809
6380,4,p,,CA4 pyr,15957,9.132
6380,4,p,,DG PL hilus,15296,11.512
6380,4,p,,DG-ML,9013,11.45
6380,5,l,,CA1 SLM,14451,11.386
6380,5,l,,CA4 pyr,11226,9.519
6380,5,l,,DG PL hilus,18296,13.023
6380,5,l,,DG-ML,29276,10.143
6380,5,p,,CA1 SLM,242366,10.657
6380,5,p,,CA4 pyr,12009,9.017
6380,5,p,,DG PL hilus,29219,11.82
6380,5,p,,DG-ML,17242,10.43
6380,6,l,,CA1 SLM,12626,8.826
6380,6,l,,CA4 pyr,8494,8.018
6380,6,l,,DG PL hilus,11164,11.331
6380,6,l,,DG-ML,19856,8.9
6380,6,p,,CA1 SLM,10187,11.078
6380,6,p,,CA4 pyr,9481,8.54
6380,6,p,,DG PL hilus,11268,10.74
6380,6,p,,DG-ML,16448,10.771
6380,7,l,,CA1 SLM,10585,7.88
6380,7,l,,CA4 pyr,11624,8.047
6380,7,l,,DG PL hilus,16935,10.597
6380,7,l,,DG-ML,26188,9.038
6380,7,p,,CA1 SLM,13280,9.786
6380,7,p,,CA4 pyr,9590,8.128
6380,7,p,,DG PL hilus,10830,11.002
6380,7,p,,DG-ML,19651,10.617
6380,8,l,,CA1 SLM,22397,7.961
6380,8,l,,CA4 pyr,16156,8.843
6380,8,l,,DG PL hilus,57978,10.344
6380,8,l,,DG-ML,28452,8.277
6380,8,p,,CA1 SLM,16804,9.277
6380,8,p,,CA4 pyr,19833,7.819
6380,8,p,,DG PL hilus,27429,9.837
6380,8,p,,DG-ML,27404,8.768
6380,9,l,,CA1 SLM,2278,9.308
6380,9,l,,CA4 pyr,10180,8.548
6380,9,l,,DG PL hilus,67500,12.857
6380,9,l,,DG-ML,14932,11.311
6380,9,p,,CA1 SLM,17481,8.862
6380,9,p,,CA4 pyr,28376,9.587
6380,9,p,,DG PL hilus,28177,10.585
6380,9,p,,DG-ML,20317,8.875
6380,10,l,,CA1 SLM,25478,8.75
6380,10,l,,CA4 pyr,18431,8.111
6380,10,l,,DG PL hilus,37647,10.42
6380,10,l,,DG-ML,28502,9.338
6380,10,p,,CA1 SLM,X,X
6380,10,p,,CA4 pyr,X,X
6380,10,p,,DG PL hilus,26679,8.99
6380,10,p,,DG-ML,23980,7.763
6380,11,l,,CA1 SLM,X,X
6380,11,l,,CA4 pyr,X,X
6380,11,l,,DG PL hilus,X,X
6380,11,l,,DG-ML,X,X
6380,11,p,,CA1 SLM,39763,6.763
6380,11,p,,CA4 pyr,14749,9.922
6380,11,p,,DG PL hilus,51905,11.855
6380,11,p,,DG-ML,26983,9.726
6380,12,l,,CA1 SLM,X,X
6380,12,l,,CA4 pyr,X,X
6380,12,l,,DG PL hilus,25955,10.756
6380,12,l,,DG-ML,X,X
6380,12,p,,CA1 SLM,X,X
6380,12,p,,CA4 pyr,X,X
6380,12,p,,DG PL hilus,X,X
6380,12,p,,DG-ML,X,X
6380,13 - control,l,,CA1 SLM,13704,10.955
6380,13 - control,l,,CA4 pyr,8271,6.987
6380,13 - control,l,,DG PL hilus,13501,9.883
6380,13 - control,l,,DG-ML,23071,8.918
6380,13 - control,p,,CA1 SLM,17976,9.769
6380,13 - control,p,,CA4 pyr,10477,8.693
6380,13 - control,p,,DG PL hilus,21489,9.654
6380,13 - control,p,,DG-ML,17352,11.202
6401,1,l,,CA1 SLM,X,X
6401,1,l,,CA4 pyr,X,X
6401,1,l,,DG PL hilus,4766,20.984
6401,1,l,,DG-ML,19017,26.097
6401,1,p,,CA1 SLM,X,X
6401,1,p,,CA4 pyr,X,X
6401,1,p,,DG PL hilus,X,X
6401,1,p,,DG-ML,10185,31.555
6401,2,l,,CA1 SLM,4382,17.137
6401,2,l,,CA4 pyr,12660,16.433
6401,2,l,,DG PL hilus,17082,16.332
6401,2,l,,DG-ML,24009,16.574
6401,2,p,,CA1 SLM,7135,21.137
6401,2,p,,CA4 pyr,10648,18.653
6401,2,p,,DG PL hilus,18124,21.232
6401,2,p,,DG-ML,7710,21.887
6401,3,l,,CA1 SLM,13157,14.859
6401,3,l,,CA4 pyr,16004,13.161
6401,3,l,,DG PL hilus,33179,15.464
6401,3,l,,DG-ML,24792,14.102
6401,3,p,,CA1 SLM,11994,18.138
6401,3,p,,CA4 pyr,13712,13.476
6401,3,p,,DG PL hilus,19796,16.985
6401,3,p,,DG-ML,40818,17.819
6401,4,l,,CA1 SLM,10651,14.337
6401,4,l,,CA4 pyr,11376,10.943
6401,4,l,,DG PL hilus,17199,14.962
6401,4,l,,DG-ML,11488,14.317
6401,4,p,,CA1 SLM,10173,16.589
6401,4,p,,CA4 pyr,13270,10.775
6401,4,p,,DG PL hilus,21763,15.786
6401,4,p,,DG-ML,20798,15.445
6401,5,l,1,CA1 SLM,8279,14.129
6401,5,l,2,CA4 pyr,10077,10.074
6401,5,l,1,DG PL hilus,21380,13.665
6401,5,l,1,DG-ML,25323,14.673
6401,5,p,,CA1 SLM,16119,14.914
6401,5,p,,CA4 pyr,19156,12.551
6401,5,p,,DG PL hilus,11316,12.939
6401,5,p,,DG-ML,29195,14.053
6401,6,l,2,CA1 SLM,24933,13.571
6401,6,l,2,CA4 pyr,9421,10.334
6401,6,l,2,DG PL hilus,11354,10.931
6401,6,l,2,DG-ML,19668,11.961
6401,6,p,1,CA1 SLM,14131,13.757
6401,6,p,2,CA4 pyr,13135,11.572
6401,6,p,1,DG PL hilus,24814,12.693
6401,6,p,1,DG-ML,14699,11.865
6401,7,l,,CA1 SLM,16235,14.17
6401,7,l,,CA4 pyr,16698,11.645
6401,7,l,,DG PL hilus,21049,12.119
6401,7,l,,DG-ML,28430,13.935
6401,7,p,,CA1 SLM,10027,14.646
6401,7,p,,CA4 pyr,16254,10.18
6401,7,p,,DG PL hilus,12483,12.47
6401,7,p,,DG-ML,17359,11.365
6401,8,l,,CA1 SLM,23105,13.219
6401,8,l,,CA4 pyr,30946,10.579
6401,8,l,,DG PL hilus,4000,14.891
6401,8,l,,DG-ML,29393,13.72
6401,8,p,,CA1 SLM,14687,14.636
6401,8,p,,CA4 pyr,16531,11.396
6401,8,p,,DG PL hilus,16407,13.522
6401,8,p,,DG-ML,18686,13.509
6401,9,l,,CA1 SLM,12644,15.313
6401,9,l,,CA4 pyr,12159,12.38
6401,9,l,,DG PL hilus,30455,12.072
6401,9,l,,DG-ML,31257,12.773
6401,9,p,,CA1 SLM,42970,12.389
6401,9,p,,CA4 pyr,X,X
6401,9,p,,DG PL hilus,48369,14.234
6401,9,p,,DG-ML,57691,12.637
6401,10,l,,CA1 SLM,31938,14.25
6401,10,l,,CA4 pyr,23591,11.999
6401,10,l,,DG PL hilus,24193,13.69
6401,10,l,,DG-ML,29715,12.865
6401,10,p,,CA1 SLM,18248,11.494
6401,10,p,,CA4 pyr,X,X
6401,10,p,,DG PL hilus,X,X
6401,10,p,,DG-ML,37780,11.506
6401,11,l,,CA1 SLM,24530,12.375
6401,11,l,,CA4 pyr,X,X
6401,11,l,,DG PL hilus,97841,14.036
6401,11,l,,DG-ML,59820,13.692
6401,11,p,,CA1 SLM,X,X
6401,11,p,,CA4 pyr,X,X
6401,11,p,,DG PL hilus,X,X
6401,11,p,,DG-ML,X,X
6401,15 - control,l,,CA1 SLM,7401,13.138
6401,15 - control,l,,CA4 pyr,26488,10.381
6401,15 - control,l,,DG PL hilus,16976,12.129
6401,15 - control,l,,DG-ML,22.161,13.381
6401,15 - control,p,,CA1 SLM,8310,13.752
6401,15 - control,p,,CA4 pyr,12847,9.141
6401,15 - control,p,,DG PL hilus,21385,12.276
6401,15 - control,p,,DG-ML,19391,13.677
6403,1,l,,CA1 SLM,X,X
6403,1,l,,CA4 pyr,X,X
6403,1,l,,DG PL hilus,X,X
6403,1,l,,DG-ML,12599,29.611
6403,1,p,,CA1 SLM,X,X
6403,1,p,,CA4 pyr,17693,20.545
6403,1,p,,DG PL hilus,4755,25.287
6403,1,p,,DG-ML,12970,31.048
6403,2,l,,CA1 SLM,4238,18.494
6403,2,l,,CA4 pyr,10393,18.079
6403,2,l,,DG PL hilus,9641,22.299
6403,2,l,,DG-ML,13459,19.529
6403,2,p,,CA1 SLM,7441,18.33
6403,2,p,,CA4 pyr,19192,16.465
6403,2,p,,DG PL hilus,18487,19.783
6403,2,p,,DG-ML,20705,18.63
6403,3,l,,CA1 SLM,11658,17.067
6403,3,l,,CA4 pyr,18625,15.093
6403,3,l,,DG PL hilus,22861,18.007
6403,3,l,,DG-ML,42680,17.079
6403,3,p,,CA1 SLM,8926,16.902
6403,3,p,,CA4 pyr,13093,13.41
6403,3,p,,DG PL hilus,25964,16.596
6403,3,p,,DG-ML,12515,16.79
6403,4,l,,CA1 SLM,33736,15.807
6403,4,l,,CA4 pyr,19922,12.138
6403,4,l,,DG PL hilus,21899,15.487
6403,4,l,,DG-ML,31128,15.1
6403,4,p,,CA1 SLM,14798,18.489
6403,4,p,,CA4 pyr,37020,11.884
6403,4,p,,DG PL hilus,33242,15.681
6403,4,p,,DG-ML,24802,13.818
6403,5,l,,CA1 SLM,21294,15.776
6403,5,l,,CA4 pyr,11795,13.442
6403,5,l,,DG PL hilus,27272,14.958
6403,5,l,,DG-ML,13326,13.783
6403,5,p,,CA1 SLM,36925,15.518
6403,5,p,,CA4 pyr,20449,10.858
6403,5,p,,DG PL hilus,34168,13.574
6403,5,p,,DG-ML,23378,14.983
6403,6,l,,CA1 SLM,24034,14.931
6403,6,l,,CA4 pyr,13992,14.356
6403,6,l,,DG PL hilus,22269,14.008
6403,6,l,,DG-ML,25148,15.267
6403,6,p,,CA1 SLM,14321,14.871
6403,6,p,,CA4 pyr,24717,13.858
6403,6,p,,DG PL hilus,23518,13.575
6403,6,p,,DG-ML,18286,12.334
6403,7,l,,CA1 SLM,19027,12.78
6403,7,l,,CA4 pyr,20988,12.467
6403,7,l,,DG PL hilus,16352,12.276
6403,7,l,,DG-ML,24545,12.529
6403,7,p,,CA1 SLM,40035,12.666
6403,7,p,,CA4 pyr,25200,11.397
6403,7,p,,DG PL hilus,30891,12.172
6403,7,p,,DG-ML,32859,12.725
6403,8,l,,CA1 SLM,62027,15.146
6403,8,l,,CA4 pyr,15.218,11.512
6403,8,l,,DG PL hilus,25392,12.827
6403,8,l,,DG-ML,40744,13.7
6403,8,p,1,CA1 SLM,26684,16.744
6403,8,p,2,CA4 pyr,26365,14.357
6403,8,p,1,DG PL hilus,30427,13.626
6403,8,p,2,DG-ML,50679,15.705
6403,9,l,1,CA1 SLM,73038,15.328
6403,9,l,2,CA4 pyr,36397,12.702
6403,9,l,1,DG PL hilus,51078,15.119
6403,9,l,2,DG-ML,23225,13.249
6403,9,p,,CA1 SLM,25323,14.243
6403,9,p,,CA4 pyr,27748,11.296
6403,9,p,,DG PL hilus,21891,15.062
6403,9,p,,DG-ML,24635,11.033
6403,10,l,,CA1 SLM,64711,13.548
6403,10,l,,CA4 pyr,X,X
6403,10,l,,DG PL hilus,51253,14.196
6403,10,l,,DG-ML,32945,13.988
6403,10,p,,CA1 SLM,28501,10.91
6403,10,p,,CA4 pyr,17688,11.111
6403,10,p,,DG PL hilus,37249,12.477
6403,10,p,,DG-ML,14957,10.887
6403,11,l,,CA1 SLM,66335,14.286
6403,11,l,,CA4 pyr,X,X
6403,11,l,,DG PL hilus,55652,14.507
6403,11,l,,DG-ML,29302,14.005
6403,11,p,,CA1 SLM,X,X
6403,11,p,,CA4 pyr,X,X
6403,11,p,,DG PL hilus,X,X
6403,11,p,,DG-ML,X,X
6403,15 - control,l,,CA1 SLM,28096,14.319
6403,15 - control,l,,CA4 pyr,15431,14.364
6403,15 - control,l,,DG PL hilus,19079,14.885
6403,15 - control,l,,DG-ML,26926,14.209
6403,15 - control,p,,CA1 SLM,12751,14.389
6403,15 - control,p,,CA4 pyr,16146,14.229
6403,15 - control,p,,DG PL hilus,15758,19.006
6403,15 - control,p,,DG-ML,10602,18.494
6416,2,l,,CA1 SLM,X,X
6416,2,l,,CA4 pyr,8226,11.261
6416,2,l,,DG PL hilus,11587,12.341
6416,2,l,,DG-ML,16018,12.427
6416,2,p,,CA1 SLM,65166,9.939
6416,2,p,,CA4 pyr,9062,9.693
6416,2,p,,DG PL hilus,30029,9.524
6416,2,p,,DG-ML,65908,10.934
6416,3,l,,CA1 SLM,27534,8.578
6416,3,l,,CA4 pyr,16139,8.101
6416,3,l,,DG PL hilus,29212,10.924
6416,3,l,,DG-ML,11170,9.767
6416,3,p,,CA1 SLM,45058,10.867
6416,3,p,,CA4 pyr,10001,9.819
6416,3,p,,DG PL hilus,10182,10.264
6416,3,p,,DG-ML,14318,11.03
6416,4,l,,CA1 SLM,15944,9.27
6416,4,l,,CA4 pyr,8251,8.33
6416,4,l,,DG PL hilus,8742,11.476
6416,4,l,,DG-ML,9484,10.241
6416,4,p,,CA1 SLM,53052,11.141
6416,4,p,,CA4 pyr,19671,10.641
6416,4,p,,DG PL hilus,27973,13.317
6416,4,p,,DG-ML,1442,12.241
6416,5,l,,CA1 SLM,70746,8.91
6416,5,l,,CA4 pyr,6217,8.381
6416,5,l,,DG PL hilus,16568,11.103
6416,5,l,,DG-ML,19317,9.432
6416,5,p,,CA1 SLM,38772,9.387
6416,5,p,,CA4 pyr,17806,12.659
6416,5,p,,DG PL hilus,14927,9.326
6416,5,p,,DG-ML,14528,11.338
6416,6,l,,CA1 SLM,45888,10.004
6416,6,l,,CA4 pyr,8136,8.879
6416,6,l,,DG PL hilus,21761,11.644
6416,6,l,,DG-ML,19424,10.41
6416,6,p,,CA1 SLM,34765,8.863
6416,6,p,,CA4 pyr,7470,8.665
6416,6,p,,DG PL hilus,10717,10.882
6416,6,p,,DG-ML,13446,9.805
6416,7,l,,CA1 SLM,20602,10.775
6416,7,l,,CA4 pyr,9565,8.338
6416,7,l,,DG PL hilus,22135,10.775
6416,7,l,,DG-ML,12835,10.215
6416,7,p,,CA1 SLM,26152,6.486
6416,7,p,,CA4 pyr,11955,8.374
6416,7,p,,DG PL hilus,13527,9.382
6416,7,p,,DG-ML,18694,6.74
6416,8,l,,CA1 SLM,62462,6.607
6416,8,l,,CA4 pyr,20700,6.905
6416,8,l,,DG PL hilus,18.934,10.204
6416,8,l,,DG-ML,19337,7.587
6416,8,p,,CA1 SLM,33606,10.825
6416,8,p,,CA4 pyr,14736,7.838
6416,8,p,,DG PL hilus,22690,9.756
6416,8,p,,DG-ML,17505,9.663
6416,9,l,,CA1 SLM,23935,7.497
6416,9,l,,CA4 pyr,17020,9.353
6416,9,l,,DG PL hilus,44567,11.527
6416,9,l,,DG-ML,12896,8.489
6416,9,p,,CA1 SLM,26347,6.941
6416,9,p,,CA4 pyr,13024,8.531
6416,9,p,,DG PL hilus,23584,9.218
6416,9,p,,DG-ML,16689,7.389
6416,10,l,,CA1 SLM,31300,7.272
6416,10,l,,CA4 pyr,9067,9.218
6416,10,l,,DG PL hilus,28254,11.173
6416,10,l,,DG-ML,19546,8.153
6416,10,p,,CA1 SLM,51049,7.863
6416,10,p,,CA4 pyr,X,X
6416,10,p,,DG PL hilus,10047,13.246
6416,10,p,,DG-ML,16519,9.832
6416,11,l,,CA1 SLM,65814,7.028
6416,11,l,,CA4 pyr,X,X
6416,11,l,,DG PL hilus,9433,10.409
6416,11,l,,DG-ML,15014,8.234
6416,11,p,,CA1 SLM,X,X
6416,11,p,,CA4 pyr,X,X
6416,11,p,,DG PL hilus,X,X
6416,11,p,,DG-ML,X,X
6416,control,l,,CA1 SLM,12012,13.026
6416,control,l,,CA4 pyr,6152,10.238
6416,control,l,,DG PL hilus,9570,10.887
6416,control,l,,DG-ML,1027,12.297
6416,control,p,,CA1 SLM,28853,11.276
6416,control,p,,CA4 pyr,13294,7.494
6416,control,p,,DG PL hilus,8308,9.419
6416,control,p,,DG-ML,13658,10.704
6417,2,l,,CA1 SLM,10039,9.555
6417,2,l,,CA4 pyr,14505,8.401
6417,2,l,,DG PL hilus,12542,9.38
6417,2,l,,DG-ML,12082,8.78
6417,2,p,,CA1 SLM,25416,10.241
6417,2,p,,CA4 pyr,14743,9.501
6417,2,p,,DG PL hilus,12586,9.363
6417,2,p,,DG-ML,12442,9.167
6417,3,l,,CA1 SLM,23773,9.899
6417,3,l,,CA4 pyr,18203,7.353
6417,3,l,,DG PL hilus,16913,9.865
6417,3,l,,DG-ML,9075,8.567
6417,3,p,,CA1 SLM,10344,8.772
6417,3,p,,CA4 pyr,6079,8.767
6417,3,p,,DG PL hilus,13201,9.58
6417,3,p,,DG-ML,18538,8.909
6417,4,l,,CA1 SLM,24072,8.331
6417,4,l,,CA4 pyr,12719,7.982
6417,4,l,,DG PL hilus,6229,10.556
6417,4,l,,DG-ML,11202,7.92
6417,4,p,,CA1 SLM,52891,10.997
6417,4,p,,CA4 pyr,19365,8.032
6417,4,p,,DG PL hilus,17738,10.955
6417,4,p,,DG-ML,12633,10.418
6417,5,l,,CA1 SLM,16090,9.785
6417,5,l,,CA4 pyr,9185,7.534
6417,5,l,,DG PL hilus,25766,9.492
6417,5,l,,DG-ML,14586,8.105
6417,5,p,,CA1 SLM,26171,10.973
6417,5,p,,CA4 pyr,13673,6.479
6417,5,p,,DG PL hilus,17354,9.314
6417,5,p,,DG-ML,14619,7.938
6417,6,l,,CA1 SLM,45369,6.78
6417,6,l,,CA4 pyr,15859,6.991
6417,6,l,,DG PL hilus,17478,9.273
6417,6,l,,DG-ML,12422,7.427
6417,6,p,,CA1 SLM,19293,9.084
6417,6,p,,CA4 pyr,7922,7.755
6417,6,p,,DG PL hilus,12864,8.914
6417,6,p,,DG-ML,11092,7.853
6417,7,l,,CA1 SLM,51346,5.828
6417,7,l,,CA4 pyr,22461,7.541
6417,7,l,,DG PL hilus,18308,7.769
6417,7,l,,DG-ML,15298,6.61
6417,7,p,,CA1 SLM,31774,8.106
6417,7,p,,CA4 pyr,10207,7.062
6417,7,p,,DG PL hilus,11292,8.488
6417,7,p,,DG-ML,14691,7.891
6417,8,l,,CA1 SLM,49398,6.425
6417,8,l,,CA4 pyr,17199,7.958
6417,8,l,,DG PL hilus,32208,8.184
6417,8,l,,DG-ML,32508,7.208
6417,8,p,,CA1 SLM,26757,5.766
6417,8,p,,CA4 pyr,13577,8.315
6417,8,p,,DG PL hilus,14699,8.522
6417,8,p,,DG-ML,39153,6.026
6417,9,l,,CA1 SLM,26448,7.033
6417,9,l,,CA4 pyr,X,X
6417,9,l,,DG PL hilus,9398,10.314
6417,9,l,,DG-ML,13878,7.352
6417,9,p,,CA1 SLM,16286,5.88
6417,9,p,,CA4 pyr,15875,8.238
6417,9,p,,DG PL hilus,20703,9.232
6417,9,p,,DG-ML,16515,6.689
6417,10,l,,CA1 SLM,15200,6.811
6417,10,l,,CA4 pyr,X,X
6417,10,l,,DG PL hilus,13775,10.653
6417,10,l,,DG-ML,32518,7.17
6417,10,p,,CA1 SLM,X,X
6417,10,p,,CA4 pyr,X,X
6417,10,p,,DG PL hilus,X,X
6417,10,p,,DG-ML,X,X
6417,control,l,,CA1 SLM,14881,8.619
6417,control,l,,CA4 pyr,11516,7.242
6417,control,l,,DG PL hilus,9644,7.961
6417,control,l,,DG-ML,26025,8.176
6417,control,p,,CA1 SLM,28593,9.33
6417,control,p,,CA4 pyr,8239,6.466
6417,control,p,,DG PL hilus,14262,7.03
6417,control,p,,DG-ML,23650,8
