id,treatment,genotype,sex,day,session,rot_latency,pre_post
23,ctrl,wt,m,2,4,114.2,pre
23,ctrl,wt,m,3,1,193.9,pre
23,ctrl,wt,m,3,2,230.2,pre
23,ctrl,wt,m,3,3,233.2,pre
23,ctrl,wt,m,3,4,171.3,pre
24,ctrl,wt,m,1,1,91.8,pre
24,ctrl,wt,m,1,2,67.7,pre
24,ctrl,wt,m,1,3,105.5,pre
24,ctrl,wt,m,1,4,135.1,pre
24,ctrl,wt,m,2,1,128.7,pre
24,ctrl,wt,m,2,2,135.4,pre
24,ctrl,wt,m,2,3,167.6,pre
24,ctrl,wt,m,2,4,168.5,pre
24,ctrl,wt,m,3,1,136.2,pre
24,ctrl,wt,m,3,2,152.1,pre
24,ctrl,wt,m,3,3,82.5,pre
24,ctrl,wt,m,3,4,141.2,pre
25,eda,wt,m,1,1,27.8,pre
25,eda,wt,m,1,2,63.3,pre
25,eda,wt,m,1,3,67.1,pre
25,eda,wt,m,1,4,71.9,pre
25,eda,wt,m,2,1,81.3,pre
25,eda,wt,m,2,2,102.8,pre
25,eda,wt,m,2,3,115.3,pre
25,eda,wt,m,2,4,104.3,pre
25,eda,wt,m,3,1,103.5,pre
25,eda,wt,m,3,2,114.4,pre
25,eda,wt,m,3,3,127.9,pre
