id;genotype;age_cohort;born;experiment_start;age_in_start_(weeks);first_weight_(mg);pre_death_weight_(mg);epm_falls;epm_distance;epm_close1_dur;epm_close1_fre;epm_close1_to1;epm_close2_dur;epm_close2_fre;epm_close2_to1;epm_open1_dur;epm_open1_fre;epm_open1_to1;epm_open2_dur;epm_open2_fre;epm_open2_to1;of.distance;of.corner;of.center.dist;of.on.edges_narrow;of.distance_on_edges_narrow;olm_testing1;olm_stable1;olm_testing2;olm_stable2;olm_testing3;olm_stable3;olm_testing4;olm_stable4;startle_max;startle_lat_max;pre_max;pre_lat_max;digi_12_hind_Stance_Stride;digi_12_hind_Stride_Length;digi_12_hind_abs(Paw_Angle);digi_12_hind_Stance_Width;digi_12_hind_Stride_length_CV;digi_12_hind_Stance_Width_CV;digi_12_fore_Stance_Stride;digi_12_fore_Stride_Length;digi_12_fore_Stride_Length_CV;digi_18_hind_Stance_Stride;digi_18_hind_Stride_Length;digi_18_hind_abs(Paw_Angle);digi_18_hind_Stance_Width;digi_18_hind_Stride_length_CV;digi_18_hind_Stance_Width_CV;digi_18_fore_Stance_Stride;digi_18_fore_Stride_Length;digi_18_fore_Stride_Length_CV;rotarod1_1;rotarod1_2;rotarod1_3;rotarod1_4;rotarod1_5;rotarod2_1;rotarod2_2;rotarod2_3;rotarod2_4;rotarod2_5;rotarod3_1;rotarod3_2;rotarod3_3;rotarod3_4;rotarod3_5;rotarod4_1;rotarod4_2;rotarod4_3;rotarod4_4;rotarod4_5;rotarod5_1;rotarod5_2;rotarod5_3;rotarod5_4;rotarod5_5;mwm_probe_trial;mwm_lat_2_7;mwm_lat_8_9;mwm_non_mowing_1_7;t_maze1;t_maze2;t_maze3;t_maze4;t_maze5;t_maze6;t_maze7;t_maze8;t_maze9;t_maze10;t_maze11;fst5_freqency_immobile;fst5_first;fst_immobility1;fst_immobility2;fst_immobility3;fst_immobility4;fst_immobility5;fst_immobility6;brain_weight;cb_mol;cb_granular;DG_ML_volume;ca_srlm;hypoglossal_nuclues_volume(mm3);parietal_cortex_thickness(mm);ca_oriens_pyramidale(mm3);dg_hilus(mm3);dg_granular(mm3)
166;w;sca1_w26;01.05.2017;06.11.2017;27;31.1;29.9;0;1884.74;38.64;7;45.04;74.8;14;6.24;36.4;3;15.52;0;0;0;6236.882167;0.642841238;27.43775079;0.938098419;0.896607393;25;26;14;40;20;23;10;18;14.36;93.79;3.75;113.79;77.975;4.5125;19.7;2.675;16.4325;10.7325;66.9375;4.3625;31.085;79.85;6.25;20.9;2.6;10.065;4.28;66.55;5.85;42.195;165;89;64;131;140;141;163;167;179;215;181;242;253;272;146;179;252;141;128;200;123;157;158;203;152;0.14940239;43.305;46.00499988;54.57740359;40;10;0;10;0;10;10;40;20;10;10;19;0.32;12.72;20.56;20.48;10.48;3.84;38;382;3.023733333;2.6312;3.134484211;5.109894737;0.014133333;0.544989247;4.424421053;0.542895158;0.613471528
169;w;sca1_w26;01.05.2017;06.11.2017;27;28.7;28;0;2657.64;49.84;8;46.4;42.64;6;58.48;68.72;8;18.72;58.16;8;12.4;7558.576471;0.566540769;26.42604652;0.827816041;0.739105616;32;40;13;22;12;77;19;28;10.15;101.9;6.12;203.29;74.95;3.916666667;15.96666667;2.333333333;11.055;8.913333333;64.26666667;3.883333333;33.67;72.4875;5.2125;14.625;2.175;14.4675;6.1275;66.1375;5.175;25.825;79;111;143;145;108;163;190;200;217;240;204;220;190;220;245;163;238;303;304;259;154;199;271;233;240;0.085657371;47.68;21.83999988;7.036937213;30;50;40;30;30;20;10;50;50;40;20;7;197.44;0;0;0;10.08;7.68;29.12;404;3.190153846;2.7648;3.01224;5.01424;0.0146;0.566064516;4.53376;0.491043168;0.639966096
170;w;sca1_w26;01.05.2017;06.11.2017;27;28.4;27.1;0;1468.57;106.32;9;7.76;83.76;9;17.76;0;0;0;0;0;0;4472.829679;0.608821564;27.79345284;0.826019158;0.741705365;41;30;21;33;18;18;12;20;13.47;84.23;4.31;152.04;75.75;4.5;23.875;2.55;13.77;11.65;66.075;3.925;46.71;76.8;6.2;21.5;2.65;14.0575;12.985;62.2;6.35;30.705;132;61;68;111;156;95;126;179;190;153;156;187;180;186;132;117;140;213;225;149;192;182;198;131;229;0.143426295;44.425;7.094999875;5.127308132;50;0;0;10;20;10;0;100;60;70;70;11;97.68;0;12.08;44.56;35.84;44.32;39.92;386;2.515781818;2.126109091;3.2128;5.344;0.011961905;0.552365591;4.7488;0.58126464;0.63702144
323B;tg+;sca1_w26;19.05.2017;27.11.2017;27.4;23.6;21.9;0;1025.86;47.44;3;31.52;246.08;7;0;0;0;0;10.8;1;8.72;2021.81192;0.825669643;28.09562954;0.980580357;0.938682441;5;8;2;1;0;1;1;0;10.5;92.69;5.86;105.33;83.9;4.175;13.75;2.5;21.46;29.925;59.45;3.75;41.6975;83.65;5.675;16.55;2.4;9.9925;11.18;61.225;5.925;29.9925;20;48;48;30;58;53;53;91;70;88;66;77;108;85;56;74;85;65;104;95;60;69;87;38;49;0.035856574;55.095;49.71;64.61175998;80;60;10;10;10;20;10;60;60;70;40;10;16;21.28;42.4;45.76;26.48;50.16;33.36;390;2.528;2.88;2.293257143;4.080914286;0.013333333;0.590645161;4.405942857;0.515202789;0.606969189
324;tg+;sca1_w26;19.05.2017;27.11.2017;27.4;23;21.6;0;1311.05;109.68;15;7.68;139.76;5;12.56;5.12;1;92.32;0;0;0;1651.294143;0.890246612;32.90168904;0.996000889;0.979742781;2;0;4;3;1;8;4;3;11.71;91.83;7.56;99.46;83.4;4.475;14.8;2.5;11.995;13.1;67.75;4.3;29.39;83.26666667;5.683333333;18.26666667;2.333333333;12.08166667;8.506666667;65.91666667;5.6;25.32666667;68;76;91;81;75;66;122;94;104;111;100;76;85;121;80;80;103;108;139;85;86;124;133;128;107;0.071713147;48.8;53.745;38.70990715;10;0;20;10;0;0;0;100;100;90;80;8;6.24;15.52;17.68;12.8;4.72;0;0;405;1.25664;1.40784;2.8416;4.864;0.0128;0.601362007;4.8384;0.66768768;0.63841536
325B;tg+;sca1_w26;19.05.2017;27.11.2017;27.4;22.7;22.9;0;893.27;109.6;13;2.56;142.48;1;113.12;0;0;0;0;0;0;2025.883892;0.797188755;33.23936418;0.991744757;0.9820241;3;8;1;0;19;4;6;1;9.03;83.42;6.96;83.04;87.9;4.1;17.5;2.6;9.715;4.46;52.1;3.95;17.4;82.625;5.4875;14.4375;2.6;11.02625;8.77;69.1375;5.925;32.0325;35;58;94;71;51;58;81;90;62;49;57;95;78;61;84;88;114;97;84;90;105;104;84;66;47;0.362549801;57.69999996;60.12;38.79740519;80;40;30;10;10;40;50;60;50;40;70;12;16.48;15.76;10.4;37.36;49.28;27.44;13.36;376;2.359;2.793;2.748126316;4.306021053;0.016133333;0.568445748;4.623831579;0.545609634;0.671832758
322;w;sca1_w26;19.05.2017;27.11.2017;27.4;27.2;26.7;0;1587.32;86.72;11;1.04;67.52;7;12.8;16.96;1;248.08;6.8;1;121.52;5127.38088;0.51210842;25.24203525;0.730948678;0.623188429;5;5;5;4;0;0;3;1;42.17;87.9;41.6;102.25;89.25;5.15;28.5;2.4;6.76;6.23;61.45;5.35;35.295;78.75;6.25;20.45;2.1;9.265;12.85;63.05;6.35;29.375;141;142;138;165;128;153;174;185;193;129;137;128;135;119;71;124;182;173;85;154;145;174;160;181;151;0.215139442;37.08999996;18.195;2.035841235;20;0;0;0;0;0;0;100;90;40;50;5;156.48;0;0;9.12;54;16.64;38.72;404;;;;;;;;;
233;w;sca1_w17;02.08.2017;27.11.2017;16.7;29.7;28;0;1479.4;126.8;9;34.24;34.24;5;83.68;27.52;5;0.48;13.12;1;50.8;4444.489687;0.546143558;28.60971065;0.834150691;0.683653189;14;11;26;23;19;31;21;19;26.87;78.48;18.55;95.79;81.85;3.95;20.975;2.65;13.8775;11.96;66.525;3.975;26.64;76.3;4.983333333;18.5;2.366666667;12.51333333;6.506666667;64.48333333;4.85;25.75166667;175;106;138;184;201;174;146;210;161;228;219;230;286;271;210;275;331;340;249;276;172;229;290;259;271;0.173306773;33.125;23.595;1.132107749;20;0;10;0;30;0;0;80;100;90;60;7;12.88;3.04;0;18.4;6.16;11.12;5.12;437;2.816;2.4576;3.474694737;5.543747368;;;;;
234;tg+;sca1_w17;02.08.2017;27.11.2017;16.7;23.9;22.6;0;2102.24;107.12;10;21.44;63.6;8;0;16.08;2;47.84;30.4;3;120.08;5151.753055;0.626749611;28.0010761;0.938680293;0.881064227;32;30;2;1;9;10;2;4;13.07;98.42;7.45;135.67;89.85;4.35;19.5;2.2;16.21;11.76;64.6;3.9;40.995;86.15;5.2;15.35;2;19.515;6.17;65.35;5.1;24.37;114;77;74;72;62;84;74;107;61;64;98;62;55;93;68;68;84;96;106;84;71;65;72;119;94;0.001992032;56.115;60.12;78.94211577;40;60;20;20;10;10;10;100;100;80;90;13;0.08;36.32;41.04;49.36;56.8;59.6;46.24;363;2.602763636;2.602763636;2.444547368;4.279578947;;;;;
235;w;sca1_w17;02.08.2017;27.11.2017;16.7;25.5;26.9;0;2508.93;104.32;13;0.56;34.56;9;31.44;40.16;5;7.44;37.44;3;105.2;7197.227635;0.557537913;25.80839011;0.821141838;0.69482399;44;33;20;11;17;33;9;10;24.47;83.21;10.84;83.17;78.425;4.35;21.325;2.975;13.50625;7.995;68.15;4.2375;24.29625;71.9625;5.2625;22.35;2.75;6.86375;6.155;62.175;5.2875;23.04625;109;164;223;233;283;242;289;265;185;258;306;261;288;321;258;218;325;313;343;259;292;281;295;283;259;0.085657371;37.615;19.995;4.758034959;40;10;20;0;0;0;0;100;80;100;50;18;52.8;6;0;6.48;16.56;22.48;18.32;405;3.1008;2.8152;3.18864;5.19792;;;;;
236;w;sca1_w17;02.08.2017;27.11.2017;16.7;28.9;25.15;0;1881.45;89.44;8;11.04;64.72;12;16.32;40.08;3;4.4;16.24;2;52.8;5307.901913;0.566540769;27.24173635;0.77471673;0.585814796;14;10;8;5;12;13;9;9;13.55;92.73;11.25;96.21;81.025;4.425;17.9;2.7;23.42;6.085;67.675;4.15;28.825;73.8;5.35;15.2;2.7;6.185;5.97;61.15;5.05;34.155;254;257;128;113;208;216;204;181;225;286;389;360;392;314;305;239;336;289;230;291;84;228;146;287;102;0.171314741;45.025;21.75;8.825047872;50;20;40;40;60;50;10;20;80;30;40;1;351.04;0;0;0;1.92;0;2.72;403;2.6624;2.2592;;;;;;;
237;tg+;sca1_w17;02.08.2017;27.11.2017;16.7;22.4;21.7;0;927.475;39.84;4;24.48;35.6;3;279.6;19.12;1;0;0;0;0;3632.078668;0.70228838;30.4665817;0.963119307;0.897098365;23;28;11;2;2;6;2;7;16.99;73.25;10.21;84.79;78.1;4.2;14.5;2.4;8.825;9.32;63.45;4.2;22.37;66.26666667;5.35;16.15;2.266666667;11.075;6.466666667;62.36666667;5.3;21.06333333;45;73;77;62;69;141;144;97;98;139;104;131;129;126;104;116;93;110;102;73;100;70;157;84;134;0.001992032;59.155;60.12;82.26047904;30;20;10;0;0;10;10;90;100;100;60;6;0.08;55.36;44.8;55.36;60;41.2;60;369;;;2.690526316;4.831578947;;;;;
238;tg+;sca1_w17;02.08.2017;27.11.2017;16.7;20.5;20.2;0;1434.82;134.16;8;0.32;16.96;2;64.56;1.2;2;123.6;0;0;0;3310.117154;0.677361854;29.37728256;0.920900178;0.882443985;44;38;7;14;14;34;4;9;4.06;167.4;3.16;219.46;83.125;4.15;18.025;2.05;12.3675;10.17;74.25;4.05;29.62;83.15;5.033333333;17.05;2.233333333;10.15666667;9.346666667;64;5.05;20.26333333;79;111;70;98;93;153;112;137;108;116;125;92;110;243;172;123;187;127;146;109;83;101;140;97;99;0.001992032;60.12;60.12;90.56886228;50;70;50;20;60;10;20;40;60;70;30;9;0.08;35.6;48.64;54.88;60;60;60;357;2.462254545;2.448872727;2.652631579;4.547368421;;;;;
319;tg+;sca1_w26;29.05.2017;27.11.2017;26;22;21.1;0;879.514;46.48;3;0.88;243.28;4;29.84;0;0;0;0;0;0;2118.821248;0.835369918;31.712685;0.998000444;0.998170595;2;0;1;4;0;1;3;2;6.97;124.13;4.88;175.38;88.35;4.4;17.1;2.6;7.87;25.69;65.65;4.7;30.48;79.225;5.7;18.625;2.15;6.6775;9.7;61.775;5.9;16.205;20;78;70;88;67;90;70;86;81;50;65;98;86;104;61;67;109;108;137;117;91;71;128;76;88;0.252988048;54.075;57.33;65.09124608;10;50;90;30;10;20;30;90;80;50;60;16;0.08;38.16;34.8;55.84;37.84;60;56.16;401;1.999644444;2.317155556;2.8544;4.6784;;;;;
320;tg+;sca1_w26;29.05.2017;27.11.2017;26;22.1;21.8;0;1490.81;73.2;13;8.64;38.16;4;1.6;13.52;2;269.44;32;3;189.36;4171.956029;0.656945681;28.56654937;0.864870882;0.788077442;30;50;24;27;26;40;9;9;6.85;130.46;5.18;176.79;80.525;3.5;13.025;2.25;23.855;14.52;62.325;4.05;30.0975;82.5;5.15;12.4;2.25;16.0425;11.345;66.475;4.775;36.6175;84;96;83;68;64;100;75;105;57;97;89;143;112;138;97;92;102;120;82;123;116;92;102;112;152;0.075697211;51.685;50.685;48.61803379;80;70;90;50;60;70;80;40;50;50;30;14;0.08;29.36;32.8;42.08;43.04;60;32.32;404;1.614;1.818;2.991161905;4.704914;;;;;
321;w;sca1_w26;26.05.2017;27.11.2017;26.4;24.7;23;0;1307.48;56.96;10;26.8;130.24;16;90.24;2.72;1;335.52;0;0;0;4828.198175;0.551116071;26.32633452;0.7875;0.765263381;24;7;12;11;10;2;9;9;13.11;142.88;9.32;193.67;75.375;5.35;19.175;2.25;13.31;7.265;59.625;5.15;24.5175;71.55;5.8875;16.6125;1.95;9.3675;27.85;61.6;6.1625;17.26875;57;42;86;170;155;182;183;241;211;210;196;213;254;218;246;228;201;218;237;213;197;211;295;195;286;0.193227092;38.015;13.635;8.044786781;30;20;10;20;10;0;0;60;50;10;0;16;17.84;18.32;38.56;7.92;20.4;42.48;38.72;414;;;;;;;;;
310;w;sca1_w17;04.09.2017;08.01.2018;18;30.5;29.3;0;1778.13;63.2;8;10.24;188.72;12;0.08;0;0;0;0;0;0;3726.089627;0.542323928;26.17817914;0.827593868;0.732171689;20;21;8;14;7;13;10;19;18.42;73.67;12.82;77.42;75.51666667;4.983333333;22.85;2.7;27.43166667;12.47666667;68.21666667;4.95;21.31666667;74.65;6.283333333;17.71666667;2.566666667;12.88;10.44333333;64.15;6.216666667;17.69;28;68;132;107;109;113;200;141;162;148;158;157;167;223;198;240;272;306;184;189;183;236;157;144;165;0.169322709;50.445;17.85;43.01000193;90;40;0;10;10;10;0;90;90;30;30;16;0.08;3.6;0.24;26.32;27.84;11.68;32.72;423;3.296266667;2.6696;3.446666667;5.9;;;;;
311;tg+;sca1_w17;04.09.2017;08.01.2018;18;22.9;22.3;0;823.412;255.44;11;1.36;0.24;1;53.2;0;0;0;0;0;0;1526.575427;0.812041768;34.12240558;0.989780049;0.96194304;11;3;3;1;4;5;0;2;9.87;88.73;3.24;159.75;74.25;3.9;11.25;1.9;18.065;31.41;63.65;4.3;13.24;65.475;4.7;15.65;2.25;12.74;8.475;63.1;4.65;23.66;122;141;102;97;82;67;123;58;63;43;68;54;43;75;68;66;62;59;73;101;65;93;54;70;51;0.001992032;58.62;59.64;72.04317378;70;60;80;50;30;60;70;0;10;0;0;8;2.32;19.6;0.56;17.12;12.72;10.8;22.24;346;;;2.674823529;4.545882353;;;;;
312;tg+;sca1_w17;04.09.2017;08.01.2018;18;24;23.8;0;1203.94;89.84;5;0;59.52;4;17.76;15.04;4;113.52;14.4;5;37.84;1513.078577;0.545980851;23.4720681;0.917167669;0.796837591;18;23;11;6;24;15;5;5;6.45;83.48;4.7;120.88;78.85;4.75;16.95;2.1;13.885;12.79;64.95;4.4;25.15;66.375;6.15;16.175;2.2;5.0225;5.26;63.6;6;15.4775;49;53;27;91;77;60;69;57;51;49;43;58;44;52;51;29;163;105;89;110;188;86;110;157;63;0.077689243;44.595;42.14999988;40.25422806;30;10;10;20;20;10;10;70;80;100;90;1;11.2;2.16;0;0;0;0;0;369;;;;;;;;;
317;tg+;sca1_w17;06.09.2017;08.01.2018;17.7;24;22.5;0;1198.71;42.88;2;55.84;162.24;6;4.48;0;0;0;12.96;1;232.08;3120.281219;0.547433904;27.21840698;0.795156632;0.791344725;10;14;5;6;2;1;0;1;17.22;83.02;12.25;95.63;80.75;4.6;12.71666667;1.9;9.423333333;24.99333333;67.56666667;4.4;14.19666667;78.425;5.85;10.375;2.05;12.4525;6.71;65.675;5.975;12.8125;41;45;50;44;69;80;72;58;110;54;129;122;101;66;117;80;123;66;26;93;59;73;138;79;42;0.001992032;55.555;60.12;74.10179641;60;80;80;80;10;20;10;90;90;90;40;5;0.08;38.4;60;60;60;60;47.04;386;2.8552;2.76576;2.855529412;5.196444444;;;;;
318;tg+;sca1_w17;06.09.2017;08.01.2018;17.7;24.5;23.8;0;820.564;157.92;4;111.44;25.36;7;26.56;0;0;0;0;0;0;3948.821951;0.56634016;26.70016874;0.909839715;0.842090063;3;0;11;4;4;2;0;0;18.01;90.69;11.55;86.88;86.68333333;4.833333333;13.01666667;2.033333333;8.353333333;27.64;63.98333333;4.233333333;35.98;81.55;6.175;10.575;2.35;13.67;48.575;63.95;6.3;34.9125;7;33;29;58;53;75;56;55;53;30;52;71;70;60;50;55;56;52;86;43;49;104;85;74;93;0.093625498;50.045;51.34499988;64.33100738;90;100;100;70;90;100;100;0;0;0;0;10;0.08;22.48;18.4;33.84;19.12;7.2;5.28;379;2.522472727;2.549236364;2.644266667;4.508705882;;;;;
316;tg+;sca1_w17;10.09.2017;08.01.2018;17.1;25.6;24.4;0;871.264;150.88;5;59.52;83.68;3;6.56;0;0;0;0;0;0;5099.996017;0.57987114;27.74220548;0.911797378;0.849797599;36;38;12;17;12;38;26;3;21.19;94.79;13.95;96.88;76.825;4.725;23.35;2.6;18.095;17.29;68;4.225;26.24;76.35;5.65;20.55;2.3;17.28;15.23;64.7;5.275;20.455;119;81;125;112;114;137;87;162;112;92;154;157;169;184;169;130;192;157;135;120;200;210;158;183;212;0.001992032;44.485;39.465;56.78435445;60;40;80;70;30;0;0;100;60;20;20;5;0.08;7.76;19.28;41.76;60;49.2;28.56;406;3.136;2.926933333;;;;;;;
356;tg+;sca1_w10;25.10.2017;08.01.2018;10.7;20;19.8;0;2131.32;91.36;13;7.12;95.84;10;2.32;0;0;0;0;0;0;1854.480277;0.590595052;26.24016171;0.902607533;0.791312303;45;38;1;17;44;36;3;9;12.81;79.75;6.22;84.08;88.2;4.4;15.55;2;15.13;41.71;63.4;3.25;48.995;83.9;5.7;15.6;2;19.885;35.63;64.45;5.7;40.025;62;133;88;58;113;101;131;104;86;77;104;80;81;99;72;58;74;100;109;114;22;124;128;99;129;0;59.405;60.12;86.47704591;100;50;70;40;10;0;40;90;40;50;50;12;0.08;29.68;32.64;47.04;41.04;45.36;56.4;393;2.953309091;2.549963636;;;;;;;
355;w;sca1_w10;25.10.2017;08.01.2018;10.7;25.12;25.47;0;997.423;149.52;4;82.48;38.72;4;2.8;0;0;0;0;0;0;6522.89156;0.627860475;28.0186852;0.908686958;0.847853175;41;47;31;46;31;30;7;13;18.86;83.46;11.3;93;80.61666667;4.516666667;19.81666667;2.266666667;11.46333333;23.30333333;70.46666667;4.266666667;31.295;79.98333333;5.5;17.41666667;1.9;7.156666667;17.85333333;64.2;5.283333333;21.3;153;161;138;190;283;224;257;269;228;264;310;324;283;203;237;304;259;298;281;284;325;323;200;264;367;0.229540918;42.765;16.33499988;30.45841138;60;10;0;0;0;10;0;100;90;70;50;15;7.04;11.2;4.88;25.36;17.52;34;50.72;355;2.677672727;2.421236364;2.77448;4.74632;;;;;
370;tg+;sca1_w06;14.12.2017;22.01.2018;5.6;18.18;19.78;0;1407.73;78.16;5;0;131.12;6;29.2;0;0;0;5.36;1;241.76;4901.219101;0.63441819;29.2262731;0.918189924;0.815853134;54;40;5;4;14;15;0;1;;;;;78.43333333;3.8;18.66666667;2.033333333;15.625;34.32;69.75;3.8;19.36833333;77.05;5.375;16.275;1.75;12.835;33.335;60.325;5.25;23.1375;142;157;175;129;139;78;139;160;156;108;125;95;143;151;131;147;134;149;80;93;139;66;69;162;97;0.086;57.17;59.835;70.31975446;70;60;10;0;0;0;0;100;100;100;90;3;9.68;7.04;0;3.28;42.96;60;60;335;2.7392;2.6176;2.4635;4.68;;;;;
363;w;sca1_w10;08.11.2017;22.01.2018;10.7;26.5;26.22;0;1482.94;191.28;12;0.64;27.2;6;46.72;0;0;0;0;0;0;2258.566561;0.771384137;29.79910698;0.897800489;0.770596122;6;11;6;7;6;8;8;4;25.38;99.52;13.84;112.04;86.4;4.35;24.3;2.5;15.3925;7.85;66.85;4.65;24.59;78.4;5.833333333;17.18333333;2.233333333;9.215;9.93;62.56666667;5.716666667;32.01333333;42;69;81;89;82;109;33;72;100;116;56;25;138;75;113;109;95;86;116;103;103;133;114;150;137;0.205588822;36.235;8.354999875;5.143227552;90;20;10;0;0;0;0;70;50;40;0;8;5.84;3.28;8.32;5.12;2.96;12.96;6.48;375;2.726981818;2.214109091;3.27376;4.81;;;;;
364;tg+;sca1_w10;08.11.2017;22.01.2018;10.7;22.6;21.39;0;1414.06;160.88;6;19.04;95.68;7;26.88;0;0;0;6.64;1;200.08;3097.466119;0.76849589;28.7380396;0.968451455;0.891460607;16;25;9;8;4;20;29;11;22.3;94.48;19.84;95.04;83.75;4.05;17.5;1.8;10.19;32.9;71.5;3.6;36.82;75.1;5;17.75;2.1;6.2;9.39;74.35;4.5;52.235;119;20;97;88;85;149;208;214;209;174;127;140;169;219;185;196;197;135;162;155;136;142;216;161;237;0.269461078;60.1;56.17499988;71.43779674;50;40;10;0;0;0;0;90;50;80;30;9;0.08;31.44;31.04;22.08;11.68;0;0;349;;;2.824;4.0192;;;;;
365;tg+;sca1_w10;08.11.2017;22.01.2018;10.7;21.2;21.65;0;1141.55;64;5;0.8;60.24;3;13.52;0;0;0;20.24;1;110.48;2192.386051;0.572447615;27.85655836;0.951404369;0.867660342;27;19;11;18;16;13;10;9;29.29;100.69;18.07;102.25;78.65;4.05;17.55;2.2;18.59;27.7;60.8;3.6;19.98;66.01666667;5.45;15.15;1.9;21.36833333;41.05;64.06666667;5.433333333;32.02333333;5;18;14;48;58;129;45;66;116;98;92;46;55;81;51;74;70;93;64;50;34;77;90;66;66;0.183632735;59.23;54.20999988;74.52734733;50;60;20;0;0;0;0;80;100;90;100;13;0.32;23.6;13.76;19.36;53.2;36.64;60;376;2.1216;2.29008;2.456;3.7824;;;;;
366;w;sca1_w10;08.11.2017;22.01.2018;10.7;26.7;25.97;0;1365.32;114.96;7;20.24;19.52;4;14.16;15.2;2;0.96;14.8;1;140.4;4246.677611;0.657631637;25.72774928;0.872250611;0.701860382;28;45;41;26;28;27;19;29;13.36;86.65;8.42;114.13;79.55;4.575;19.5;2.25;10.7325;39.265;71.325;4.65;12.505;70.43333333;6.2;16.53333333;2.166666667;10.715;22.32333333;63.68333333;5.983333333;15.47833333;162;132;131;162;151;250;71;125;265;209;298;288;284;270;241;231;209;258;376;355;322;178;296;369;231;0.28742515;32.36999996;9.84;3.489363878;70;20;10;0;0;0;10;100;100;30;20;5;254;0;0;0;0;7.92;21.84;399;2.00032;1.77536;3.616;5.664;;;;;
323;tg+;sca1_w17;21.09.2017;22.01.2018;17.6;24.6;24.1;0;450.556;44.08;3;170.64;8.4;3;342.48;0;0;0;0;0;0;1521.055765;0.20573206;18.73283587;0.353921351;0.637742406;24;20;1;17;18;13;1;0;10.66;63.88;4.18;73.42;81.4;5.05;21.75;2.4;10.115;19.81;62.6;4.35;43.505;80.325;5.65;21.9625;2.025;8.98875;17.7775;65.0125;5.925;24.3825;80;56;58;71;87;102;146;166;107;124;85;151;146;96;133;124;143;134;87;134;126;156;176;179;200;0.268924303;54.005;42.68999975;43.96337128;50;0;0;0;0;0;0;100;100;100;100;8;1.12;33.76;45.68;46.48;60;60;32.64;382;2.466666667;2.420622222;3.011555556;4.921777778;;;;;
325;tg+;sca1_w17;21.09.2017;22.01.2018;17.6;23.6;22.7;0;1096.69;37.68;4;36.08;102.16;6;5.6;0;0;0;0;0;0;2267.40871;0.77767877;28.76691978;0.97794609;0.931156616;7;11;4;7;13;6;7;3;13.5;84.31;6.65;94.75;76.725;4.525;17;1.95;11.69625;17.815;70.625;4.475;15.03625;67.7125;6.15;15.725;2.025;11.81375;5.135;65.8375;6;19.8925;47;62;78;85;79;106;74;129;85;110;72;96;68;71;64;59;50;59;61;59;64;35;97;129;69;0.249488753;60.12;60.11999988;63.5229541;70;10;40;30;10;0;0;100;100;80;60;8;8.24;19.84;32.96;54.4;60;60;60;352;2.84928;2.80224;2.7232;4.530357895;;;;;
372;tg+;sca1_w06;14.12.2017;22.01.2018;5.6;18.2;19.67;0;1559.78;89.04;8;0;78.64;8;6.16;24.64;1;159.52;0;0;0;3652.514918;0.700510998;27.85936125;0.937569429;0.843196091;18;18;8;4;9;14;7;5;;;;;76.53333333;4.233333333;22.6;1.9;13.00666667;27.26;70.46666667;4.033333333;25.51333333;70.98333333;4.7;21.18333333;2;12.92666667;29.53;70.51666667;4.733333333;21.75833333;176.6;138;104;101;135;103;104;86;71;160;80;157;161;154;132;161;171;130;169;161;151;169;105;134;162;0;55.395;48.70499988;53.78074513;50;40;30;20;10;0;0;100;90;100;100;7;0.08;1.2;0;35.84;35.76;39.36;51.52;358;2.72;2.5984;2.600457143;5.491428571;;;;;
373;w;sca1_w06;14.12.2017;22.01.2018;5.6;20.64;24.79;0;1813.9;76;9;112.4;135.28;12;16.8;0;0;0;9.84;1;4.8;5001.758245;0.579826319;26.91274588;0.811177911;0.700963135;29;39;12;8;11;22;9;9;;;;;76;5.1;21.25;2;16.435;27.36;67.8;5;25.355;66.51666667;5.65;19.76666667;2.2;12.26333333;22.01666667;63.48333333;5.816666667;20.82;32;103;80;99;89;135;169;175;175;162;190;198;135;138;168;175;198;203;243;202;246;190;183;191;203;0.158;34.035;13.605;19.73205985;40;40;20;0;10;10;0;80;30;0;0;8;14.08;7.6;1.68;0.4;0;0;0.8;381;3.354;2.712909091;2.672;4.85;;;;;
345;w;sca1_w17;16.10.2017;19.02.2018;18;29.2;28.1;0;1764.3;101.04;10;17.92;51.76;8;35.84;43.28;3;130.08;10;1;175.52;5466.220171;0.56431904;26.70171884;0.830926461;0.69689342;35;25;40;35;16;28;16;58;14.76;75.19;5.03;135.54;76.825;4.175;14.8875;2.1;23.83;9.6875;67.6375;4.1625;25.62375;76.41666667;5.566666667;15.8;2.333333333;18.44833333;9.036666667;64.56666667;5.416666667;25.87;86;94;59;121;141;117;147;157;96;169;152;183;195;163;168;186;140;138;180;185;176;150;175;150;168;0.071713147;49.37;22.41;38.86028211;30;20;10;0;10;0;0;70;70;80;60;12;68.24;0.32;9.44;11.12;33.44;39.44;35.44;389;2.7072;2.4896;3.302844444;5.502577778;;;;;
346;tg+;sca1_w17;16.10.2017;19.02.2018;18;23.2;22.8;0;907.023;166;7;16.56;43.84;2;266.64;0;0;0;14;1;312.32;1260.38581;0.76538547;31.88885154;0.974894468;0.903056442;8;6;7;1;1;3;1;1;9.93;108.94;5.1;160.79;;;;;;;;;;;;;;;;;;;67;67;71;83;78;69;99;88;88;132;79;85;90;90;70;89;84;77;56;94;69;89;87;64;68;0.001992032;57.645;57.12;69.14990617;70;80;50;40;80;40;50;20;40;30;30;5;5.36;9.28;11.36;0;0;0;0;357;2.6496;2.984145455;2.690947368;4.960421053;;;;;
