id;treatment;genotype;sex;slice;order;CbRegion(vermis_hemispheres);mean;area
19;eda;sca;f;8;C;hemispheres;16.356;57249.115
19;eda;sca;f;8;D;hemispheres;20.012;111705.178
19;eda;sca;f;8;E;hemispheres;18.422;75914.994
19;eda;sca;f;8;F;hemispheres;17.498;133125.316
19;eda;sca;f;9;A;vermis;14.977;66508.686
19;eda;sca;f;9;B;vermis;14.847;42172.373
19;eda;sca;f;9;C;hemispheres;16.531;63550.346
19;eda;sca;f;9;D;hemispheres;18.199;75181.312
19;eda;sca;f;9;E;hemispheres;16.989;86247.259
19;eda;sca;f;9;F;hemispheres;20.499;86695.902
19;eda;sca;f;10;A;vermis;16.059;66159.555
19;eda;sca;f;10;B;vermis;15.393;55230.224
19;eda;sca;f;10;C;hemispheres;17.231;75775.004
19;eda;sca;f;10;D;hemispheres;20.820;98401.079
19;eda;sca;f;10;E;hemispheres;17.915;49112.835
19;eda;sca;f;10;F;hemispheres;16.272;51017.035
19;eda;sca;f;11;A;vermis;20.762;50487.435
19;eda;sca;f;11;B;vermis;18.838;51033.901
19;eda;sca;f;11;C;hemispheres;20.927;38325.181
19;eda;sca;f;11;D;hemispheres;24.345;97343.566
19;eda;sca;f;11;E;hemispheres;22.031;53668.410
19;eda;sca;f;12;A;vermis;21.458;68790.690
19;eda;sca;f;12;B;vermis;20.599;34489.796
19;eda;sca;f;12;C;hemispheres;23.357;35955.473
19;eda;sca;f;12;D;hemispheres;20.714;35302.749
20;ctrl;sca;f;1;C;hemispheres;23.291;27502.108
20;ctrl;sca;f;1;D;hemispheres;24.446;26820.712
20;ctrl;sca;f;1;E;hemispheres;23.846;24791.702
20;ctrl;sca;f;2;C;hemispheres;20.231;60438.523
20;ctrl;sca;f;2;D;hemispheres;21.029;26296.171
20;ctrl;sca;f;2;E;hemispheres;22.168;65162.759
20;ctrl;sca;f;2;F;hemispheres;23.612;23579.018
20;ctrl;sca;f;3;A;vermis;14.391;20337.325
20;ctrl;sca;f;3;B;vermis;12.304;32106.595
20;ctrl;sca;f;3;C;hemispheres;23.564;45850.902
20;ctrl;sca;f;3;D;hemispheres;20.967;40281.666
20;ctrl;sca;f;3;E;hemispheres;19.836;55506.831
20;ctrl;sca;f;3;F;hemispheres;16.697;37989.543
20;ctrl;sca;f;4;A;vermis;16.834;28768.764
20;ctrl;sca;f;4;B;vermis;11.143;30328.892
20;ctrl;sca;f;4;C;hemispheres;22.617;62619.329
20;ctrl;sca;f;4;D;hemispheres;16.805;28775.510
20;ctrl;sca;f;4;E;hemispheres;17.114;60168.663
20;ctrl;sca;f;4;F;hemispheres;14.559;44572.441
20;ctrl;sca;f;5;A;vermis;16.747;82978.580
20;ctrl;sca;f;5;B;vermis;12.351;69694.721
20;ctrl;sca;f;5;C;hemispheres;20.390;53359.757
20;ctrl;sca;f;5;D;hemispheres;18.004;34705.684
20;ctrl;sca;f;5;E;hemispheres;24.156;48900.320
20;ctrl;sca;f;5;F;hemispheres;19.133;38132.906
