id,treatment,genotype,sex,sugar_water_ratio,immobile_min,speed_95th,distance_01,distance_02,distance_03,distance_04,distance_05,distance_06,distance_07,distance_08,distance_09,distance_10,inactivity_01,inactivity_02,inactivity_03,inactivity_04,inactivity_05,inactivity_06,inactivity_07,inactivity_08,inactivity_09,inactivity_10,thigmo_propdist,center_propdist,center_avedist,thigmo_proptime,center_proptime,center_avetime,kurva_index,t_session1,t_session2,t_session3,t_session4,t_session5,t_session6,t_session7,t_session8,t_session9,t_session10,t_session11,t_session12,grip_strength1,grip_strength2,grip_strength3,grip_strength4,Run_Average_Speed_(cm/s)_Mean,Run_Average_Speed_(cm/s)_SD,RF_Stand_(s)_Mean,RF_Stand_(s)_SD,RF_Swing_(s)_Mean,RF_Swing_(s)_SD,RF_SwingSpeed_(cm/s)_Mean,RF_SwingSpeed_(cm/s)_SD,RF_StrideLength_(cm)_Mean,RF_StrideLength_(cm)_SD,RH_Stand_(s)_Mean,RH_Stand_(s)_SD,RH_Swing_(s)_Mean,RH_Swing_(s)_SD,RH_SwingSpeed_(cm/s)_Mean,RH_SwingSpeed_(cm/s)_SD,RH_StrideLength_(cm)_Mean,RH_StrideLength_(cm)_SD,LF_Stand_(s)_Mean,LF_Stand_(s)_SD,LF_Swing_(s)_Mean,LF_Swing_(s)_SD,LF_SwingSpeed_(cm/s)_Mean,LF_SwingSpeed_(cm/s)_SD,LF_StrideLength_(cm)_Mean,LF_StrideLength_(cm)_SD,LH_Stand_(s)_Mean,LH_Stand_(s)_SD,LH_Swing_(s)_Mean,LH_Swing_(s)_SD,LH_SwingSpeed_(cm/s)_Mean,LH_SwingSpeed_(cm/s)_SD,LH_StrideLength_(cm)_Mean,LH_StrideLength_(cm)_SD,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Average_Speed_Mean,OtherStatistics_Average_Speed_SD,PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
7,eda,wt,m,2.77027027,1.129666667,26.03218561,743.6886201,489.3542453,514.9937882,390.1633323,340.2847275,332.2611737,268.6481816,344.4306185,327.8723154,259.0300939,0.029313791,0.187333333,0.269333333,0.270666667,0.478666667,0.462666667,0.567333333,0.344666667,0.436666667,0.474807857,0.543225062,0.078963535,20.67890304,0.626069827,0.035321288,22.61845433,0.849650045,25,75,100,100,100,100,0,0,25,50,100,100,0.7,0.6,1.4,0.6,28.21309675,4.844768958,0.137540162,0.040598425,0.102766149,0.024767161,70.94533494,17.20979777,6.936272191,0.872386515,0.118616786,0.041146838,0.127482878,0.031219246,57.0901425,14.19402515,6.989315053,1.099714097,0.134649419,0.034317956,0.109412163,0.031703087,69.89740132,24.91460549,6.942511004,0.897685848,0.12179094,0.041391616,0.125730881,0.024181877,57.45592436,9.926068577,7.023554651,0.808863781,38.23529412,17.64705882,8.823529412,35.29411765,0,0,99.27007299,1.345203286,2.03263046,28.2507685,5.252714039,0.544117647,0.594444444,0,4.798962387,78.21011673,3.372243839,1.037613489,10.89494163,1.68612192
9,ctrl,wt,m,6.385057471,0.047,29.53974101,832.3431021,673.1420505,702.3995251,776.4912546,820.4299596,806.1138235,637.6177068,712.8230611,527.9286876,539.7494809,0.040720961,0.144288577,0.159973226,0.088176353,0.047491639,0.03626595,0.193052772,0.094666667,0.251333333,0.133953488,0.520728483,0.092553986,20.99079336,0.557236752,0.074079146,22.06256805,0.661529539,75,100,100,100,100,100,0,0,25,75,100,100,0.4,0.9,0.7,0.7,32.61595788,4.806357444,0.111812331,0.020270319,0.089460073,0.012358771,76.39247483,14.85711658,6.691586911,0.719469934,0.079532936,0.022358261,0.12496799,0.022970553,54.9351881,11.72581978,6.638279778,0.697694284,0.101848056,0.020266742,0.099440726,0.014434403,68.58566194,14.97207581,6.640517685,0.720294812,0.107620253,0.027692487,0.091578406,0.024127291,73.12526815,16.23077124,6.416585422,1.097964588,76.47058824,2.941176471,8.823529412,11.76470588,0,0,98.55072464,1.401601942,2.618592892,32.51394704,5.231448674,0.352777778,0.62972973,0,9.651898734,75.3164557,4.113924051,3.006329114,7.594936709,0.316455696
11,ctrl,wt,f,2.391148325,2.1785,25.95253574,512.3048324,474.3824629,443.0279109,574.3865246,472.7082902,439.9743977,335.9758224,486.0854807,620.1136204,369.6462079,0.165223185,0.287333333,0.312666667,0.206666667,0.217333333,0.342,0.387333333,0.269333333,0.203333333,0.274253731,0.647754199,0.050023994,22.07545575,0.791014156,0.021404637,24.72001337,0.85706511,25,25,50,75,75,75,25,0,25,0,25,25,0.6,0.6,0.7,0.6,28.22048474,8.310939316,0.131383725,0.044368696,0.106955841,0.029386623,64.41009633,19.11442226,6.428656529,0.802385407,0.108033744,0.038994062,0.134102555,0.037366074,51.31371564,14.77917985,6.425112299,0.726459156,0.127680875,0.036463786,0.107739005,0.041509425,66.90502812,21.95389654,6.460398634,0.895383897,0.098462515,0.033798516,0.138780667,0.048265514,50.11876223,12.98572442,6.427601327,0.922271461,30.55555556,19.44444444,8.333333333,41.66666667,0,0,99.31034483,1.331245461,2.014754513,28.43722571,8.501472577,0.723076923,0.669444444,0,13.53179973,73.34235453,3.247631935,2.165087957,6.765899865,0.947225981
12,eda,wt,f,3.903966597,2.1855,25.53841014,712.6023147,730.7728885,418.9548581,448.7148676,392.7380398,471.802024,329.4479326,291.1192751,399.4937196,385.3622334,0.069287142,0.048666667,0.325333333,0.326666667,0.394666667,0.228666667,0.538666667,0.461333333,0.324666667,0.180978763,0.541757822,0.064590888,21.27671127,0.676233429,0.03266366,24.07362478,0.847413735,75,100,100,100,100,100,0,25,0,0,50,100,0.5,0.9,0.5,0.5,21.82562236,9.007690542,0.167954341,0.047757606,0.145541146,0.035779418,48.08585595,19.70181266,6.413855448,1.136957921,0.113188449,0.034873873,0.207068874,0.049560925,33.34170671,13.83652861,6.328932119,1.090878275,0.182623432,0.056110041,0.137431322,0.028086783,49.47914188,17.14514258,6.435039896,1.172806862,0.146758733,0.049084389,0.172427332,0.035558681,38.39198086,10.62341961,6.365987309,1.214465021,33.33333333,11.11111111,11.11111111,44.44444444,0,0,99.31034483,1.24761386,2.182712855,21.57076582,8.81145191,0.764102564,0.4825,0.555041628,17.0212766,69.38020352,4.625346901,3.515263645,4.902867715,0
13,eda,sca,m,5.035161744,4.503333333,28.33472144,794.9555297,405.3614566,484.3709366,554.8020707,651.1502159,248.3566995,527.0336402,267.0589697,643.9599589,591.7616949,0.019986676,0.286,0.402666667,0.219333333,0.147333333,0.502,0.212,0.514,0.045333333,0.04745167,0.646362503,0.042464848,22.09047712,0.665804343,0.029545919,23.62327754,0.850103769,75,75,100,75,100,100,0,50,50,25,75,25,0.9,0.5,0.5,0.7,31.59714193,3.746812278,0.106366147,0.021277684,0.078807371,0.017238582,80.1271542,21.32356467,6.008419416,0.778226464,0.089581064,0.029766077,0.096977174,0.028681454,67.30325377,22.10947445,5.977788545,0.756853312,0.112081111,0.028595402,0.073000738,0.017530521,88.5129169,27.65023127,6.053952649,0.719703504,0.08802216,0.042154857,0.094539783,0.028966375,69.62735703,22.18486892,6.00735587,0.678763261,12,20,0,65,2.5,0,98.7654321,1.333471064,1.898836626,31.60383755,3.784552183,0.372093023,0.218604651,0,6.119402985,68.65671642,3.582089552,2.388059701,17.91044776,1.343283582
14,eda,wt,m,4.278084715,1.103833333,30.59595062,881.928896,818.7744326,871.0364694,640.6968582,505.8638233,668.2750439,619.4622661,624.9725162,502.4404533,339.1954237,0.031312458,0.065333333,0.068,0.138,0.274666667,0.124666667,0.082,0.044666667,0.254,0.234703196,0.689643913,0.055279376,22.57103522,0.817151441,0.029700942,25.01046227,0.843117834,50,0,0,25,50,25,0,25,0,25,25,50,0.9,1.4,1.3,0.9,22.19514091,8.718734075,0.179635117,0.08204062,0.113194807,0.031047458,57.38761715,21.88141928,5.951465815,1.223325537,0.163146364,0.099265069,0.133163636,0.0423038,50.35396192,19.24379401,6.023241327,1.116223008,0.184262423,0.100871893,0.119230036,0.044122506,57.94044454,23.1335723,6.09653795,0.944885306,0.145169457,0.055977672,0.151462908,0.051587094,43.98855723,16.25729597,5.984380273,1.261718357,12.82051282,20.51282051,10.25641026,56.41025641,0,0,98.73417722,1.482499783,2.276641052,22.27505571,8.705039894,0.419047619,0.451219512,0,1.923076923,71.92307692,2.884615385,0.480769231,17.5,5.288461538
15,ctrl,sca,f,3.469465649,2.476333333,26.89600947,758.822994,750.6168082,869.8471802,602.2737968,175.739837,352.8701993,294.7912377,209.038342,112.852003,187.7431962,0.033977348,0.02,0.042,0.178,0.716,0.444,0.576,0.522666667,0.776666667,0.644204852,0.730314075,0.050855659,22.81253551,0.759478996,0.031232951,23.73799009,0.860140479,50,75,75,100,25,100,50,25,50,75,25,0,0.9,0.9,0.9,0.5,14.67993215,4.910609485,0.231702383,0.22971889,0.109316544,0.051827886,48.28057618,23.87866391,4.57693408,1.548619612,0.162202936,0.17268253,0.15650752,0.069618677,32.63219462,18.23817842,4.409609781,2.118971578,0.244864423,0.23414357,0.089763474,0.028092515,56.02466874,25.01516527,4.560245087,1.238680695,0.193507553,0.213817345,0.129489549,0.051373774,33.2010704,13.0623202,4.146970961,1.64716359,17.39130435,6.52173913,4.347826087,67.39130435,2.173913043,2.173913043,84.79262673,1.351858826,1.440249865,14.64966368,5.027022109,1.796774194,1.636666667,0.172910663,3.573487032,44.2074928,4.668587896,1.613832853,25.41786744,20.34582133
16,ctrl,wt,f,3.318910256,1.781,30.88524162,1138.8316,976.5200516,925.6809374,884.7289313,728.8164028,936.0754267,738.6245732,595.2745555,864.8262994,593.7928711,0.00799467,0.061456246,0.127175368,0.066666667,0.220666667,0.096,0.169333333,0.239812959,0.136940548,0.269438029,0.826374934,0.028346636,25.38214678,0.856613436,0.01489118,26.42083993,0.518056534,75,75,75,100,100,100,0,0,0,0,100,100,1,1,0.8,0.9,25.82752134,11.16541512,0.13692884,0.044408617,0.139805138,0.037217981,50.06152894,21.46010338,6.312070766,1.073332936,0.110828456,0.049336783,0.165118163,0.042600641,40.10391156,15.4565551,6.110106642,1.329012841,0.12737804,0.049291812,0.145074342,0.055942897,48.74022826,23.34987827,6.186810186,1.500869354,0.099186346,0.030182786,0.181020257,0.06311542,40.46967206,18.67858325,6.310911804,1.170631699,45.94594595,27.02702703,24.32432432,2.702702703,0,0,96.73202614,1.338616498,2.268924742,26.01756499,11.30959567,1.019512195,1.020512821,1.677148847,27.77777778,60.7966457,1.467505241,7.1278826,1.153039832,0
18,ctrl,sca,m,2.975446429,3.804166667,22.1085856,196.1073653,41.67249886,112.214737,331.9229641,336.322609,207.5005235,200.5124758,262.4228538,165.7759748,236.2341999,0.614257162,0.998666667,0.867333333,0.605333333,0.417333333,0.682,0.6,0.546666667,0.748666667,0.542322097,0.626923781,0.044801196,22.2746075,0.710130324,0.01182319,25.17411023,0.794973356,25,50,50,50,50,100,25,25,50,25,25,25,1.5,1.3,0.8,0.7,22.72138343,4.929158338,0.159420537,0.058438817,0.114391846,0.048719602,60.87017651,20.52216384,6.198622925,0.931898011,0.123022297,0.047106249,0.142720661,0.049356843,46.68693,17.20543843,6.038841825,1.276479423,0.163687543,0.070716968,0.107764732,0.035611549,63.6410464,20.22073337,6.250368937,0.803384545,0.119912367,0.064613769,0.143845107,0.038320215,44.23589185,11.30667994,6.074955753,1.172273475,5.405405405,21.62162162,0,70.27027027,2.702702703,0,94.87179487,0.905190311,1.998488965,22.88072418,5.18214211,0.322727273,0.409756098,0,6.109324759,70.09646302,7.18113612,0.535905681,14.04072883,2.036441586
19,eda,sca,f,0.229249012,2.577166667,22.87504007,332.0399566,280.9165755,133.5890917,258.7119604,71.10498083,108.2928963,93.38333025,125.4049943,429.8332984,270.6289483,0.45502998,0.557333333,0.838,0.616,0.896,0.825333333,0.957333333,0.854666667,0.248,0.478425435,0.729714987,0.03952207,23.34340155,0.929935449,0.01035503,26.19970786,0.801680665,25,50,75,75,50,50,0,0,25,25,0,100,0.7,0.6,0.9,1.2,28.02798631,10.6565116,0.136437136,0.053369349,0.11480171,0.057408516,67.00002287,32.12261699,6.350578173,1.55840341,0.063620427,0.029255448,0.221268783,0.142105131,38.19886144,16.78791854,6.941706136,1.936562131,0.147806802,0.071537195,0.105117707,0.055020034,71.37211877,31.30192575,6.488655591,1.730674017,0.114267178,0.06232276,0.149102663,0.065872825,51.62057086,17.84927063,7.073793082,2.898860192,43.33333333,3.333333333,0,53.33333333,0,0,88.23529412,1.101834831,2.024521859,28.09017235,10.79704106,0.39375,0.118181818,0,26.65764547,54.8037889,9.066305819,1.623815968,7.848443843,0
20,ctrl,sca,f,1.508645533,4.013833333,23.54997826,711.4320596,232.8492828,326.1807417,130.0864407,362.5656503,305.1020097,208.0145173,180.0306896,297.5742575,56.61207217,0.018654231,0.526666667,0.448666667,0.854666667,0.46,0.544,0.676,0.667333333,0.522666667,0.938484621,0.814915535,0.03560279,23.66605691,0.883431873,0.011018543,25.41073331,0.838622226,25,50,50,50,75,75,50,50,100,25,25,0,0.6,0.4,0.7,0.5,18.98919023,7.215118072,0.191623935,0.106842832,0.114705652,0.052960618,54.42847375,23.2701933,5.438183668,1.497762655,0.160618439,0.149715606,0.149874394,0.055964603,40.65633519,14.49791809,5.453827069,1.452489163,0.186786019,0.140491519,0.119473614,0.046995781,50.83468624,20.77085005,5.492493143,1.621433648,0.112125746,0.107271275,0.206189122,0.167173638,34.09725046,16.59833105,5.62337631,1.823093113,22,25,0,52.5,0,0,94.11764706,1.123440546,1.843000826,19.2235976,6.696810365,0.537777778,0.986363636,0.708661417,16.14173228,49.76377953,5.984251969,2.992125984,18.18897638,6.220472441
21,eda,wt,f,1.532663317,0.985833333,23.96774523,432.6634696,397.579771,182.7298487,430.3649544,347.0986615,299.9039798,343.5195829,223.3044699,278.4886431,235.6579966,0.255163225,0.493333333,0.756666667,0.329333333,0.422666667,0.501333333,0.47,0.651333333,0.43,0.4853052,0.63851068,0.069659219,21.84352274,0.837545369,0.024264014,25.3943332,0.844082311,25,50,0,75,100,100,0,0,25,50,75,100,1.1,1.2,1.4,1.2,30.54400015,10.14189582,0.13200245,0.047242623,0.107893561,0.032069114,71.87646869,27.32172641,6.9609461,0.575105994,0.094996246,0.040209455,0.153510976,0.04905861,50.6343613,21.06599656,6.844608886,0.683335185,0.127749639,0.052703519,0.107449355,0.036914441,68.1857174,22.98811142,6.747511172,1.324976594,0.095782775,0.03754803,0.158173979,0.044528874,48.08121724,16.32140617,6.939763175,0.691992489,30.3030303,27.27272727,9.090909091,33.33333333,0,0,97.77777778,1.163494657,1.995401389,30.71051762,10.36165691,0.505555556,0.374285714,0.133511348,18.02403204,69.02536716,7.209612817,2.269692924,3.337783712,0
23,ctrl,wt,m,6.735891648,5.372833333,30.22751945,563.8256126,389.0631173,409.7864375,480.557981,466.09253,370.2576016,427.2642537,546.3255125,434.4224047,434.8112271,0.117255163,0.295333333,0.419333333,0.248666667,0.276,0.341333333,0.307333333,0.200666667,0.259333333,0.192541857,0.403832968,0.086101545,19.55527435,0.505751766,0.0559704,20.92183988,0.816547512,25,25,75,100,100,100,0,50,75,25,75,75,1,1.6,1.8,1.8,24.97710091,3.807809321,0.148515225,0.035529137,0.136819671,0.020136756,52.80563389,7.505113314,7.109064801,0.663494825,0.126955942,0.024492074,0.162059602,0.03678397,45.75502109,9.105582567,7.140187594,0.860804012,0.151599265,0.031407564,0.133312661,0.02148899,54.9475638,8.51864786,7.173330675,0.618891908,0.139635942,0.040768064,0.149930285,0.0244332,49.00479232,9.452870722,7.158555358,0.744832589,34.375,21.875,21.875,21.875,0,0,99.2248062,1.258096989,2.033438375,24.84432411,3.837507416,0.477777778,0.263636364,0,9.74025974,81.2987013,2.727272727,1.558441558,4.545454545,0.12987013
24,ctrl,wt,m,2.60371517,3.788333333,26.92359798,639.1563451,550.0605373,428.4629935,482.8922621,600.1330516,574.0195534,441.5112027,453.6813581,602.511416,493.0087411,0.090606262,0.118666667,0.328666667,0.335333333,0.137333333,0.176666667,0.405333333,0.309333333,0.198666667,0.172149962,0.631350575,0.072696678,21.75167411,0.757437071,0.05142011,23.71385625,0.687051633,75,50,75,100,100,100,0,0,0,0,100,75,1.2,1.6,1.5,1.7,42.56784621,9.27273231,0.095977785,0.022265741,0.096768977,0.014031718,89.28907423,18.09371881,8.424516855,0.854861309,0.082996751,0.02962248,0.117884709,0.017807068,73.47751962,15.65889543,8.429319639,0.851346552,0.095968305,0.021016374,0.098306513,0.016412229,89.54843941,23.60631806,8.45540063,0.846201124,0.082119898,0.024389036,0.120195903,0.021445183,72.77730687,16.94839751,8.432949756,0.896030276,39.28571429,32.14285714,14.28571429,14.28571429,0,0,97.39130435,1.293161351,2.045988766,42.6885241,8.417694997,0.286206897,0.218518519,0.867678959,16.9197397,77.22342733,1.735357918,2.819956616,0.433839479,0
25,eda,wt,m,4.11352657,1.694333333,31.62207838,655.4187889,555.1437596,566.7248585,756.141074,672.5340439,440.9760507,628.6619362,672.472121,576.0965458,294.9392329,0.16655563,0.168666667,0.156666667,0.088666667,0.196392786,0.49,0.258,0.150666667,0.223333333,0.496217852,0.773195923,0.023653155,23.83622057,0.891533858,0.010153991,25.88275355,0.783380255,25,100,50,25,25,75,25,50,100,100,100,100,1,1.2,1.4,1.7,22.43022296,2.036099767,0.139143595,0.017765739,0.132083125,0.016998542,48.42726298,6.819338174,6.305259714,0.587860004,0.108751816,0.029380146,0.165773391,0.021787037,38.54754197,4.958159089,6.306013262,0.581223288,0.147850278,0.027272685,0.120823251,0.016328677,53.7358775,8.824854746,6.376294752,0.539062122,0.113123338,0.025615869,0.15983925,0.020693261,40.0942815,5.504921619,6.332207467,0.67014205,51.35135135,2.702702703,18.91891892,27.02702703,0,0,98.01324503,1.181110656,2.33753642,22.73637442,2.024356791,0.58,0.628947368,0.107526882,18.17204301,70,3.655913978,3.655913978,4.408602151,0
26,eda,wt,m,2.895615866,3.903,28.36713119,751.3148201,607.1880182,612.3420215,604.7713916,563.8607421,391.8576091,388.3967909,497.0894275,590.9429578,410.6423637,0.01332445,0.141333333,0.152,0.135333333,0.118666667,0.322666667,0.336666667,0.204,0.194666667,0.195734958,0.628265699,0.066883832,21.91874174,0.770721206,0.030947255,24.513166,0.849919322,0,50,50,75,100,75,0,0,0,75,100,100,2.3,1.7,1.5,2,19.81006946,3.787310453,0.163142121,0.037207436,0.140402598,0.02203555,45.30198132,8.539692103,6.220484219,0.783835164,0.132637595,0.049825609,0.183102072,0.039850195,34.26946092,8.056732672,6.050792849,1.046704739,0.15050155,0.035006587,0.152026407,0.032139301,42.11322059,8.553647508,6.195006,0.851431619,0.122239688,0.060574193,0.192908045,0.022783116,32.45534663,5.285269351,6.187217437,0.841855844,5.555555556,58.33333333,19.44444444,16.66666667,0,0,96.6442953,1.244895451,2.264689863,19.6280971,3.683221651,0.6525,0.615384615,0.295566502,21.67487685,66.79802956,3.15270936,4.039408867,4.039408867,0
28,ctrl,sca,f,1.542883212,1.247833333,24.53193519,266.4540785,322.7692625,118.2473701,267.2504908,391.6084889,568.8343083,272.1712276,253.4705271,407.6727934,330.3916431,0.385076616,0.452,0.890666667,0.614,0.41,0.138666667,0.498666667,0.684,0.296,0.376811594,0.757401666,0.02826513,23.7848527,0.893466667,0.010466667,26.56087075,0.833188629,50,100,100,75,100,75,75,75,100,75,75,100,0.3,0.5,0.2,0.4,25.91529396,7.254255403,0.153090492,0.033506307,0.106404513,0.022021141,61.48661866,17.51096356,6.19778518,0.57557782,0.118825921,0.03351152,0.149611568,0.040347375,44.63846325,14.46373243,6.15216747,0.618935601,0.154013531,0.036998287,0.102480973,0.01875019,61.73120628,11.78995941,6.163835798,0.696833017,0.116264387,0.037843219,0.147569956,0.026577006,43.22996995,10.22127066,6.155746471,0.627030231,10.25641026,12.82051282,2.564102564,74.35897436,0,0,100,1.232345975,2.255126233,23.21895198,2.807329396,0.458536585,0.368292683,0,6.559139785,73.33333333,6.344086022,0.64516129,12.3655914,0.752688172
29,ctrl,wt,f,0.908866995,0.364166667,27.51515544,369.297578,323.9369035,387.4025006,507.336681,334.7163651,417.84322,583.3294203,361.9367717,552.2198504,435.0221235,0.355096602,0.496666667,0.484,0.182666667,0.471333333,0.403333333,0.222666667,0.478666667,0.168,0.224982747,0.676498471,0.041977999,22.49498092,0.851333333,0.014133333,24.92293622,0.841201718,75,75,0,25,75,50,75,25,50,100,100,75,0.5,0.8,0.7,0.7,23.03838651,10.74793718,0.166140858,0.048659975,0.147308828,0.034361777,46.82197097,18.99829335,6.344829355,1.136461616,0.108398416,0.046406994,0.211779451,0.062217652,33.65401692,15.2362649,6.291254031,1.171956889,0.170442788,0.045396878,0.145583586,0.033162999,46.61405413,18.31861966,6.27325962,1.117410316,0.138781573,0.051690806,0.177470092,0.03740534,37.82546479,13.53816761,6.280081964,1.090622471,16.21621622,24.32432432,24.32432432,35.13513514,0,0,98.66666667,1.132092328,2.283310647,23.00523191,10.73849921,1.173684211,1.018421053,0.645756458,19.92619926,65.95940959,2.675276753,4.151291513,6.642066421,0
30,eda,wt,f,0.596711042,2.302,32.63112898,861.2366286,749.5280402,804.0789742,687.7093362,511.3858268,531.0890296,484.9475322,364.8451743,448.3858131,447.5369958,0.029980013,0.056,0.113333333,0.184666667,0.237333333,0.198,0.332,0.435333333,0.366666667,0.287784679,0.704975385,0.047124551,22.9524027,0.829466667,0.0176,25.86032942,0.854150542,100,100,75,75,100,100,0,0,75,100,75,75,0.6,0.7,0.7,0.9,30.21687192,6.30108259,0.132335089,0.030724124,0.113902569,0.024083313,68.1284485,14.65893277,7.457130219,0.652964522,0.104171036,0.034560715,0.147094249,0.03446523,53.74007967,15.69540711,7.431161088,0.783810407,0.12949179,0.027927924,0.117612341,0.024008396,66.67848777,18.36332375,7.43359362,0.73491577,0.094500671,0.0230219,0.157514651,0.029518764,49.11235768,12.50229817,7.399858314,0.715126598,15.625,40.625,12.5,31.25,0,0,97.70992366,1.025655567,2.136924214,29.91787442,6.181412097,0.475757576,0.190909091,0.56980057,16.66666667,71.65242165,3.988603989,3.561253561,3.561253561,0
31,eda,sca,f,1.474770642,1.455333333,29.97705856,950.7916035,722.8609671,933.8994195,564.1848981,695.9571798,671.0303628,598.9669826,625.9155595,532.5219087,489.5168237,0.01065956,0.066,0.012,0.191333333,0.067333333,0.100666667,0.321333333,0.223333333,0.154666667,0.248447205,0.809149798,0.022056028,23.71269419,0.8746,0.011266667,25.47667253,0.876069565,50,100,100,50,0,25,50,25,25,0,0,0,0.4,0.5,0.6,0.4,23.42562155,5.056316974,0.154151323,0.028932509,0.110261478,0.027120916,61.0198961,18.44994064,6.280149629,0.550131778,0.077851247,0.023195298,0.191472549,0.04152509,34.23890634,7.913179024,6.26092316,0.598458823,0.155579297,0.036853539,0.105135193,0.019857288,62.27815212,15.18020762,6.278171475,0.554040344,0.119949692,0.038529225,0.154620637,0.02269657,41.52914253,8.63845758,6.257841676,0.644161852,13.51351351,2.702702703,0,83.78378378,0,0,99.32885906,1.038748833,2.292248381,23.37436329,5.23345207,0.454285714,0.394736842,1.369863014,18.86195996,62.06533193,10.74815595,0.210748156,6.743940991,0
32,eda,wt,f,0.679065744,0.867333333,29.26987302,727.5183526,535.0218829,590.104859,532.4167362,569.032001,623.3717909,626.7821251,649.0665985,222.8035832,239.2349956,0.065956029,0.142666667,0.112,0.183333333,0.131333333,0.061141304,0.117333333,0.086666667,0.616666667,0.64389234,0.542398272,0.067175621,21.08220369,0.723123123,0.041641642,23.75413454,0.845991049,25,75,100,75,100,100,0,0,25,75,100,100,2.3,0.9,1.4,0.9,52.91160449,8.070936469,0.079147584,0.019950943,0.09032495,0.038884454,126.6066854,89.34259083,9.333198801,1.843632446,0.065083822,0.032073589,0.109852326,0.046008464,102.5635628,82.96359148,9.250917573,1.655636418,0.073976057,0.015528166,0.090773869,0.035755123,107.8008327,22.97030155,9.202781507,1.529574443,0.054380427,0.02101744,0.122988498,0.078447987,82.55524073,11.70565974,9.581626957,3.625628975,22.72727273,45.45454545,13.63636364,13.63636364,0,4.545454545,95.65217391,1.03570564,1.943718228,53.44245092,7.715231383,-0.165217391,-0.05,5.586592179,34.3575419,52.51396648,4.189944134,3.072625698,0.279329609,0
33,eda,sca,f,1.579857579,4.487333333,27.97160604,669.3068757,614.6809004,693.7099133,510.9009594,77.1125549,430.7386833,230.8608995,196.6773884,307.5703373,433.7762599,0.052631579,0.150666667,0.058666667,0.21,0.938,0.31,0.598,0.658,0.448,0.219461698,0.820583814,0.032100091,23.90867126,0.838133333,0.036666667,25.2287585,0.848224604,0,25,0,25,75,75,25,50,50,25,0,50,0.9,1.5,1.5,0.7,28.75870983,7.61293308,0.11518833,0.038217661,0.077248369,0.026154089,87.50456896,37.44503484,5.942326268,1.517999566,0.086503738,0.070542436,0.106329029,0.036224932,56.14988136,21.18103017,5.494535262,1.67200598,0.122610825,0.04041973,0.0753186,0.021681568,83.65830936,31.43111002,5.884591508,1.537722564,0.113620296,0.071441298,0.097762849,0.029252927,65.74592486,23.14704094,5.991818177,1.345854526,16.12903226,6.451612903,0,77.41935484,0,0,94.65648855,1.296918768,1.984829426,29.65337879,7.360664138,0.548571429,0.135294118,0,3.47107438,64.95867769,5.950413223,1.818181818,20.33057851,3.47107438
36,eda,sca,m,2.433518006,4.221166667,22.40081313,689.1733218,360.3738956,233.9498606,315.2817019,338.7231461,220.5088239,372.3587367,42.7935999,152.1551661,277.057356,0,0.298666667,0.558666667,0.356666667,0.360666667,0.568666667,0.358666667,0.998,0.699333333,0.451345756,0.710074116,0.034143237,22.48543667,0.737733333,0.013066667,23.30224032,0.838979887,50,50,100,50,75,100,100,100,100,100,100,100,1.1,0.9,1,1,35.35505282,8.76589431,0.108972471,0.031262326,0.071143149,0.013931205,93.29453467,26.84862576,6.337689738,1.049519855,0.085113718,0.025125099,0.096113804,0.024229755,70.73441795,24.5434679,6.340990612,1.02827585,0.102320817,0.028975267,0.07464594,0.01688553,90.64070907,27.32685618,6.375098045,0.909157654,0.085358346,0.02838135,0.097764755,0.019041207,67.80609626,17.16261572,6.361972254,0.891571554,2.702702703,16.21621622,5.405405405,75.67567568,0,0,99.32885906,0.864428179,2.06091583,35.36845741,8.753025874,0.525,0.451219512,0,4.013377926,76.42140468,6.856187291,0.334448161,11.70568562,0.668896321
37,ctrl,sca,m,3.025,4.447166667,20.84177411,284.1932973,83.61775547,275.7492376,279.9241852,406.0487585,368.5672507,212.3550025,255.6552586,256.1266856,141.3563731,0.298467688,0.902,0.42,0.584,0.262,0.41,0.627333333,0.596,0.560666667,0.811594203,0.523939721,0.097365931,20.51673167,0.4626,0.071133333,21.42858707,0.816515847,0,50,75,100,75,100,0,0,0,0,0,0,1,2.2,0.9,1.3,16.48326726,4.801004115,0.208977585,0.162675724,0.11575136,0.044935224,51.6006349,20.39967592,5.450702594,1.799118826,0.180586959,0.160172593,0.174910441,0.080780346,40.29998373,23.35322434,5.652448339,1.646317525,0.221325841,0.12301079,0.107405422,0.033253308,55.76455215,27.27620421,5.499313433,1.77860848,0.209725125,0.161642799,0.136768529,0.0535866,42.14662635,16.1039448,5.389417777,1.861927527,45.45454545,0,0,54.54545455,0,0,94.96402878,1.179686475,2.183131626,16.88362011,4.573336524,1.308571429,1.697222222,0.08650519,5.968858131,55.19031142,4.152249135,1.038062284,20.15570934,13.4083045
