id,treatment,genotype,sex,sugar_water_ratio,immobile_min,speed_95th,distance_01,distance_02,distance_03,distance_04,distance_05,distance_06,distance_07,distance_08,distance_09,distance_10,inactivity_01,inactivity_02,inactivity_03,inactivity_04,inactivity_05,inactivity_06,inactivity_07,inactivity_08,inactivity_09,inactivity_10,thigmo_propdist,center_propdist,center_avedist,thigmo_proptime,center_proptime,center_avetime,kurva_index,t_session1,t_session2,t_session3,t_session4,t_session5,t_session6,t_session7,t_session8,t_session9,t_session10,t_session11,t_session12,grip_strength1,grip_strength2,grip_strength3,grip_strength4,Run_Average_Speed_(cm/s)_Mean,Run_Average_Speed_(cm/s)_SD,RF_Stand_(s)_Mean,RF_Stand_(s)_SD,RF_Swing_(s)_Mean,RF_Swing_(s)_SD,RF_SwingSpeed_(cm/s)_Mean,RF_SwingSpeed_(cm/s)_SD,RF_StrideLength_(cm)_Mean,RF_StrideLength_(cm)_SD,RH_Stand_(s)_Mean,RH_Stand_(s)_SD,RH_Swing_(s)_Mean,RH_Swing_(s)_SD,RH_SwingSpeed_(cm/s)_Mean,RH_SwingSpeed_(cm/s)_SD,RH_StrideLength_(cm)_Mean,RH_StrideLength_(cm)_SD,LF_Stand_(s)_Mean,LF_Stand_(s)_SD,LF_Swing_(s)_Mean,LF_Swing_(s)_SD,LF_SwingSpeed_(cm/s)_Mean,LF_SwingSpeed_(cm/s)_SD,LF_StrideLength_(cm)_Mean,LF_StrideLength_(cm)_SD,LH_Stand_(s)_Mean,LH_Stand_(s)_SD,LH_Swing_(s)_Mean,LH_Swing_(s)_SD,LH_SwingSpeed_(cm/s)_Mean,LH_SwingSpeed_(cm/s)_SD,LH_StrideLength_(cm)_Mean,LH_StrideLength_(cm)_SD,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Average_Speed_Mean,OtherStatistics_Average_Speed_SD,PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
38,ctrl,sca,m,1.495187166,4.6485,24.61790504,322.6073136,215.7137807,162.8989501,303.7593261,161.2880126,91.58724968,118.2985146,209.9244494,77.70088309,286.5320858,0.355096602,0.642666667,0.743333333,0.518,0.794,0.870666667,0.787333333,0.68,0.900666667,0.474120083,0.628528272,0.126889586,21.27479863,0.756866667,0.0804,23.41193011,0.79460048,50,0,25,25,50,75,25,50,75,50,25,75,0.6,0.8,0.9,1.2,34.74774526,7.712698546,0.122985377,0.039646053,0.090003558,0.036122544,93.60043821,32.25010153,7.425534453,0.588787599,0.103453171,0.036637809,0.118876011,0.040194133,69.37956073,21.05619954,7.482082312,0.719484127,0.132307387,0.056370005,0.084850202,0.022395701,93.61352034,25.44944206,7.415211221,0.555917036,0.095489439,0.03287449,0.129536892,0.039294052,63.14676247,17.73034868,7.556582242,0.591078141,22.58064516,3.225806452,0,74.19354839,0,0,98.41269841,1.070590208,2.02219221,34.87284292,7.898856987,0.16875,0.208571429,0,3.50877193,77.51196172,8.452950558,0.318979266,9.090909091,1.116427432
39,ctrl,sca,m,3.206636501,2.951666667,24.58395059,822.4500764,386.2354143,215.3996164,328.6608941,229.3437268,303.8287222,138.9838274,246.3936302,196.9921065,60.22248174,0.01598934,0.236,0.549333333,0.482,0.616666667,0.501333333,0.821333333,0.579333333,0.672,0.939268461,0.613080231,0.05014052,21.31003989,0.483333333,0.0186,20.96060766,0.837731946,50,75,75,100,100,100,0,0,0,0,25,25,0.8,0.8,1,0.8,38.9732353,10.46805276,0.10283536,0.047091274,0.084284493,0.029387882,91.04837029,29.6912976,6.901266603,0.760512529,0.077000382,0.042757475,0.110875863,0.048243635,71.89855267,26.17673032,6.876727136,0.979920113,0.096614645,0.040516362,0.092358772,0.036915333,83.83096402,29.59356059,6.822110381,0.624138982,0.06721957,0.028816692,0.126876404,0.059579022,66.89724403,30.58256722,6.982284711,0.947074255,6.060606061,30.3030303,0,60.60606061,0,3.03030303,92.95774648,1.321460402,2.228309045,38.61572432,10.26446597,0.056756757,0.048571429,0,19.82142857,65.53571429,5,3.392857143,6.25,0
40,eda,sca,m,2.1360799,3.5385,21.97736942,287.5858089,233.3208978,226.4231103,244.2753891,148.0855876,175.7352267,453.860505,85.73739957,61.85092234,296.3797556,0.494337109,0.582,0.644,0.624666667,0.796,0.711333333,0.150666667,0.875333333,0.984666667,0.42926156,0.84615511,0.043330009,23.82686784,0.9324,0.016733333,26.29979642,0.821117213,50,25,50,100,100,100,0,0,0,0,0,25,0.7,0.6,0.7,1,34.94125509,4.510749248,0.11658092,0.032076188,0.073161307,0.02336435,103.7218054,36.10426629,6.848398554,0.697648225,0.084949465,0.034602481,0.116492823,0.01818536,61.6716047,11.30742767,7.017716631,0.735186587,0.113831602,0.032765081,0.079513424,0.024610585,95.59296486,32.01399644,6.892283268,0.625540857,0.078751292,0.030726229,0.121837465,0.032620717,61.22593059,18.38968605,6.912832108,0.725475984,6.25,28.125,0,65.625,0,0,98.46153846,1.370885066,2.198065846,35.29076623,4.36129004,0.4125,0.3,0,9.473684211,70.70175439,8.947368421,1.929824561,8.771929825,0.175438596
41,ctrl,wt,m,2.696465696,0.371666667,27.39281137,575.4251339,404.1442393,581.2719685,507.3472642,721.1260381,463.0616858,447.5545311,534.4289245,477.762689,501.911259,0.063291139,0.282,0.222666667,0.264666667,0.052666667,0.308666667,0.356,0.068666667,0.147333333,0.205659075,0.74646431,0.036328266,23.12511364,0.832666667,0.0168,24.96994951,0.863239829,50,100,100,100,100,100,25,75,100,100,100,100,0.6,0.6,0.9,0.7,25.48118267,5.795800438,0.153015608,0.028757137,0.154669272,0.025645171,51.82226603,10.39690901,7.799631651,0.757470258,0.129426471,0.0311901,0.178874899,0.02471533,44.84835143,8.332221875,7.868389457,0.811115513,0.147913154,0.024841824,0.161032673,0.026901371,49.88604465,11.35706377,7.779967015,0.74369551,0.110061832,0.026346625,0.200596822,0.028426203,39.8659126,8.892753714,7.79256613,0.913718729,30,23.33333333,26.66666667,20,0,0,98.36065574,1.149417478,2.406089961,25.43217129,5.785879844,0.503448276,0.836666667,2.398989899,22.47474747,72.0959596,1.01010101,1.515151515,0.505050505,0
44,eda,sca,f,3.839222615,2.397166667,26.06885016,494.9787191,460.2106073,539.4209178,453.6815281,481.9250081,411.5364745,240.2449393,414.612766,389.9328073,350.3024005,0.261631827,0.379356568,0.298327759,0.316,0.392592593,0.469333333,0.686666667,0.474666667,0.408,0.53125,0.714561657,0.038900274,23.04551534,0.750985501,0.030867909,23.49715663,0.573211517,0,0,25,0,50,75,25,50,0,25,50,75,0.5,0.4,0.6,0.5,25.48673684,3.924077672,0.144544536,0.038414608,0.124349045,0.020945923,56.96269111,12.2267284,6.863642611,0.659153533,0.095285186,0.034001158,0.17315765,0.024776001,40.53637039,6.71536689,6.888717439,0.650470779,0.145470718,0.036489844,0.116369803,0.022074052,61.26925709,13.02110041,6.87747032,0.662100571,0.093808127,0.028272158,0.173691235,0.025695723,40.59723907,7.515776338,6.884419084,0.69509783,39.39393939,9.090909091,18.18181818,33.33333333,0,0,98.50746269,1.086437908,2.338795518,25.39667819,3.839666714,0.548648649,0.284375,1.155327343,25.80231065,59.30680359,6.675224647,2.43902439,4.621309371,0
45,ctrl,wt,m,1.683557394,3.091833333,27.47887096,592.7179562,243.1602939,485.8334408,475.8563409,516.385748,308.3929305,585.4533366,611.4774083,466.3506307,495.0712662,0.139240506,0.524666667,0.326,0.332666667,0.151333333,0.446,0.094666667,0.075333333,0.171333333,0.210489993,0.700429067,0.058175575,22.45046816,0.801866667,0.036666667,24.41456433,0.834684023,50,100,100,100,75,75,0,50,25,75,100,75,0.6,0.5,1.1,1.4,31.82747365,18.8981512,0.157642114,0.064403853,0.109483708,0.032523452,71.29327485,40.12956772,6.649911148,1.290798452,0.119981138,0.05197572,0.150829904,0.045221167,50.72313268,26.65310134,6.594298561,1.256998293,0.146328907,0.056683485,0.122932697,0.036253483,63.82714791,38.05833863,6.608264075,1.424970574,0.119461177,0.044513542,0.152777893,0.044929535,51.14672257,26.8332724,6.728873717,1.342962309,2.857142857,22.85714286,0,74.28571429,0,0,99.29078014,1.312210992,2.267412015,31.70987498,18.57492794,0.494736842,0.602857143,0.115740741,7.407407407,77.43055556,5.324074074,1.273148148,8.217592593,0.231481481
46,eda,wt,m,3.574074074,2.829833333,28.04258098,625.5450444,594.5669045,566.8316666,619.1567996,632.9092556,614.2504572,367.4534827,510.6081097,421.2001024,501.3511981,0.038640906,0.162666667,0.200666667,0.107333333,0.134,0.079333333,0.394,0.132666667,0.332,0.174603175,0.628676236,0.053124514,22.08848898,0.777666667,0.0256,24.44290829,0.853676848,50,0,50,100,100,100,75,25,0,25,100,25,1.2,1.8,1.8,1.7,28.39144142,7.902230716,0.127770045,0.043161628,0.1132287,0.025160879,63.66486318,16.03738084,6.885647084,0.859817343,0.117505438,0.095694806,0.136537648,0.029024152,52.09687669,12.74026908,6.832369896,1.076181598,0.145891677,0.093209085,0.108982455,0.022629671,66.09286677,19.60245073,6.815899211,0.867361731,0.107257859,0.065726158,0.139564149,0.032265069,51.12850366,16.07614159,6.692848626,1.088811348,17.64705882,23.52941176,23.52941176,35.29411765,0,0,100,1.147648021,2.203302374,28.376464,7.577777737,0.565789474,0.491428571,0,14.87839771,69.24177396,5.293276109,4.005722461,6.43776824,0.143061516
47,ctrl,wt,m,0.985376828,0.115833333,26.24682907,709.2172177,567.1991687,551.3519547,729.0816309,453.5087726,522.0632547,493.236891,456.1942636,521.575906,587.8681964,0.024650233,0.129333333,0.225333333,0.09,0.312666667,0.246,0.292307692,0.394666667,0.285043595,0.149068323,0.625645731,0.047649931,21.9739538,0.649546425,0.02648079,23.09546632,0.688844925,50,75,25,75,50,100,0,25,0,0,0,50,1.3,1.2,0.9,1.1,27.94450403,12.15255123,0.139840271,0.036318309,0.138021053,0.030710633,55.05784062,23.45182963,6.994640461,1.271147325,0.124214224,0.043704745,0.154225818,0.03011445,47.87217707,17.53476564,6.966500401,1.300491203,0.146779163,0.038580875,0.130252848,0.028986858,59.66092708,28.53026543,7.04025352,1.194803555,0.130405205,0.03999403,0.146444323,0.029116883,51.65337554,22.83577718,7.000417887,1.259802575,17.64705882,26.47058824,44.11764706,11.76470588,0,0,100,1.330274271,2.164811871,27.9076135,12.11191187,0.92972973,0.685714286,0.346820809,13.75722543,75.14450867,1.965317919,3.23699422,4.624277457,0.924855491
50,ctrl,wt,f,2.915254237,3.166166667,27.60999763,284.7004222,49.31037885,245.8155151,156.9971174,175.4744706,224.0592354,297.4012621,375.7317584,248.9817777,438.2218955,0.395736176,0.961333333,0.654666667,0.738,0.679333333,0.672,0.547333333,0.439333333,0.639333333,0.250517598,0.724425638,0.048900046,23.24036444,0.857666667,0.016866667,26.15023391,0.805594892,50,50,75,100,75,100,0,0,0,0,0,0,1.7,1.5,1.1,1.1,22.14875257,1.390260717,0.173184501,0.027563902,0.148151446,0.017376406,49.99412957,5.792152499,7.326320485,0.484290589,0.125018282,0.020244466,0.19960325,0.017733713,36.77915488,3.869895939,7.291663195,0.517953928,0.182222648,0.02344087,0.144375746,0.016204332,51.51878796,5.61775532,7.366048952,0.532521374,0.118617825,0.019427247,0.208274534,0.026947911,35.67507675,4.68373168,7.330418345,0.550098267,37.5,6.25,0,56.25,0,0,100,0.88745915,2.349809642,21.94939245,1.570142456,0.377419355,0.468571429,0,18.30209482,71.99558986,7.276736494,0.551267916,1.874310915,0
52,ctrl,sca,f,2.735154394,2.501333333,24.18719884,334.9492775,197.8287218,326.6372602,396.250127,110.4016921,272.4738064,188.097177,233.0281204,276.0739447,285.5634525,0.275816123,0.576666667,0.419333333,0.415333333,0.906,0.478666667,0.675333333,0.619333333,0.498,0.405797101,0.646347343,0.090578412,21.86208771,0.688733333,0.1144,22.76144549,0.810688849,0,0,50,50,25,0,75,100,50,75,75,100,1.2,1.1,0.9,0.9,23.13753443,6.304417429,0.184287746,0.155573067,0.094381969,0.031358917,62.25657462,22.82322519,5.513903379,1.480937436,0.175893762,0.223933132,0.141907507,0.138801744,48.70124891,12.1064868,5.757808561,0.970350284,0.193225202,0.19215485,0.079073747,0.025519097,73.04732923,22.27679718,5.485650732,1.500562525,0.174078608,0.249374178,0.135770324,0.038433992,47.22692155,15.79607713,5.896119028,0.973466395,2.5,0,0,97.5,0,0,96.38554217,1.315441228,2.181666543,21.30778803,8.615012156,0.283333333,0.4375,0.180018002,3.330333033,53.19531953,4.770477048,1.530153015,25.02250225,11.97119712
53,eda,sca,m,1.704,1.554,26.10386617,207.05022,352.4797973,181.4888953,487.6964067,515.8790254,166.9013827,409.6530182,294.9318695,355.8223352,328.1162383,0.638241173,0.555333333,0.790666667,0.337333333,0.28,0.8,0.418,0.537333333,0.384666667,0.543133195,0.831183148,0.036412378,24.21695316,0.918733333,0.031666667,26.12706813,0.803273873,25,75,100,75,100,100,0,0,50,0,25,50,0.8,0.8,0.4,0.5,23.51580186,5.621550817,0.16817259,0.036754485,0.122725178,0.034428113,59.87403625,20.17412631,6.715441817,0.477346729,0.115186555,0.030017299,0.179095672,0.052084402,40.07719515,11.32668186,6.657978368,0.597026318,0.167603885,0.042925903,0.117674144,0.028969253,61.50673751,18.91151569,6.734717096,0.401916181,0.133464004,0.043282231,0.15728762,0.03305486,44.62765135,9.842716349,6.724679344,0.529904835,5.714285714,11.42857143,2.857142857,80,0,0,100,1.142934447,2.550906726,23.48744024,5.854584676,0.37027027,0.191428571,0,8.637873754,73.42192691,7.530454042,0.88593577,9.302325581,0.221483942
54,eda,wt,m,1.646383467,2.043333333,24.88885484,290.4435274,517.5101343,361.7781377,376.1961671,513.0817601,538.2983769,296.377896,339.6407084,492.6757754,365.9677567,0.295802798,0.086,0.317333333,0.456,0.162666667,0.160666667,0.463333333,0.432,0.165333333,0.280193237,0.621463675,0.096118862,21.21016423,0.7206,0.094666667,22.63054537,0.834886442,50,50,100,100,50,100,0,0,0,25,100,100,0.5,0.6,0.8,0.6,37.53011726,23.08170245,0.134040232,0.053668341,0.120202346,0.037266872,73.55586066,41.22898509,7.473364927,1.303866633,0.112489757,0.048120793,0.142553434,0.037733433,59.10173061,29.69655981,7.386247086,1.240276498,0.13359682,0.052496819,0.118180417,0.029777184,71.57570102,35.41655024,7.543478063,1.440302765,0.107861252,0.04208673,0.15175204,0.044553765,56.93038721,30.66170726,7.426583998,1.469231853,33.33333333,23.33333333,13.33333333,30,0,0,98.36065574,1.148434011,2.407415865,37.41809251,22.90346003,0.53125,0.642424242,0.536912752,15.97315436,72.88590604,3.758389262,2.684563758,3.89261745,0.268456376
65,ctrl,sca,f,1.476714649,5.633666667,20.2048683,231.3397201,158.5071791,365.377521,126.5764949,201.0459956,145.3364805,532.4649064,132.0263565,216.8007339,151.3151959,0.580279813,0.732666667,0.18,0.792666667,0.745333333,0.742,0.252666667,0.785333333,0.628,0.731538992,0.596966038,0.050189137,21.18279253,0.608333333,0.054533333,21.20409103,0.779750414,25,0,0,25,0,25,100,100,100,100,100,100,0.6,0.9,0.7,0.8,25.63813402,3.183829822,0.156622722,0.039344448,0.094226006,0.014771706,71.79459659,15.43764456,6.584309203,0.834496175,0.124020706,0.038262935,0.123270186,0.024570083,54.91555921,9.961531167,6.579443116,0.755560222,0.149176359,0.022550617,0.096865792,0.020397715,70.16494773,16.85258762,6.523731694,0.980259657,0.124582556,0.033578723,0.124179623,0.032802701,57.45357588,21.2328451,6.53054771,0.968184341,17.64705882,20.58823529,0,61.76470588,0,0,98.55072464,1.06287458,1.820239277,25.70783136,3.376499236,0.182051282,0.411764706,0.128700129,5.276705277,68.72586873,2.445302445,1.158301158,19.17631918,3.088803089
67,ctrl,sca,f,1.9375,3.986166667,22.36898347,605.7679292,642.5688921,444.2479879,357.0921367,352.8248559,594.1317707,265.2625164,265.1064511,494.997211,275.6182587,0.051299134,0.046,0.166,0.368666667,0.486666667,0.048,0.514666667,0.490666667,0.155333333,0.512767426,0.60144505,0.046699855,21.56075857,0.674066667,0.042333333,22.81985528,0.818979734,75,75,75,100,75,100,25,50,0,100,100,75,0.6,0.5,0.8,0.5,16.92654049,2.611462641,0.207967801,0.03812092,0.153934533,0.026958223,40.50710837,8.315043996,6.036907872,0.600970953,0.161570573,0.031947683,0.201185676,0.029983159,30.55594516,5.287909607,6.033661403,0.703165871,0.205212647,0.034621272,0.152073462,0.026631022,40.91113162,8.724050432,6.046618736,0.742585459,0.14485101,0.033256561,0.219592211,0.027913611,27.87633195,4.911959551,6.024206163,0.716178168,10.25641026,28.20512821,5.128205128,56.41025641,0,0,98.73417722,0.998600345,2.45289621,16.82800623,2.663229647,0.918604651,0.8725,0,9.355345912,73.58490566,6.525157233,1.729559748,8.56918239,0.235849057
68,eda,sca,f,0.437134503,3.510833333,21.53525008,194.3749956,521.8782,263.3174185,344.9356696,71.61461874,546.321247,381.6622182,121.8171095,45.1420285,375.9518988,0.672218521,0.056666667,0.487333333,0.425333333,0.911333333,0.110666667,0.467333333,0.802,0.959333333,0.240855763,0.666379617,0.070489984,22.09698706,0.5774,0.063333333,22.57257946,0.82378934,75,75,75,75,100,100,0,50,25,100,100,100,0.8,0.9,0.8,0.8,19.00115584,1.318654225,0.204256158,0.051979996,0.126381859,0.029435108,53.73495933,13.52014667,6.470556966,0.81792404,0.154446974,0.064209804,0.182437818,0.057692568,38.18456851,11.5124676,6.408240449,0.91618712,0.207942624,0.049511559,0.120831324,0.03581811,54.3282236,15.28062786,6.253622937,1.30322023,0.136801201,0.057187902,0.19006483,0.05144265,36.75101928,16.4158486,6.27412094,1.149859948,11.11111111,11.11111111,0,77.77777778,0,0,96.42857143,0.93739519,2.269617724,18.93218512,1.380982816,1.203448276,0.912903226,0.117233294,7.620164127,62.13364596,9.37866354,1.289566237,19.22626026,0.234466589
72,eda,sca,f,1.522309711,2.892,27.99917934,661.1459121,629.4677451,485.9808237,321.865649,398.1910394,347.2481142,686.5658816,475.9097224,340.9358334,372.5931728,0.061292472,0.159333333,0.298666667,0.435333333,0.319333333,0.514666667,0.119333333,0.251333333,0.397333333,0.385783299,0.717386407,0.043466783,22.8220483,0.824666667,0.022466667,24.77148876,0.857602359,25,50,50,0,25,25,50,100,100,50,75,100,0.5,1.4,0.7,0.8,26.94246336,7.757212322,0.15295456,0.088344394,0.088350416,0.02526813,76.94042951,24.96802997,6.346961504,1.238560155,0.111349654,0.077627,0.130184072,0.066403868,55.2783877,20.02798413,6.072978928,1.503292346,0.146472342,0.079878673,0.095923626,0.034368915,71.41204341,27.67988206,6.13574177,1.287195603,0.10300884,0.081614734,0.145815441,0.072426173,52.73982899,27.9208208,6.176245933,1.22018152,0,8.333333333,0,91.66666667,0,0,97.95918367,0.931618631,2.185441111,27.30661923,7.918446509,0.1975,0.097222222,0.13368984,9.090909091,61.76470588,14.17112299,1.871657754,12.70053476,0.267379679
74,eda,wt,m,0.310756972,0.579166667,27.8157369,826.8767561,738.7393178,712.2306492,879.6147903,977.2796959,697.9742336,588.1968065,648.0653597,744.284915,844.8741959,0.016085791,0.076196898,0.131381892,0.016700067,0.00669344,0.105898123,0.191432396,0.189061445,0.082772544,0.062981106,0.683503947,0.061008472,22.62693629,0.727053302,0.047804224,23.70109233,0.690046015,50,0,50,100,100,100,0,0,0,0,0,75,1,1.3,1,1.1,33.73410735,12.34147036,0.126231012,0.046704504,0.104640015,0.037050289,80.29983134,35.83997443,7.25090765,1.168202838,0.099676213,0.043844258,0.131537128,0.041993066,61.63824284,19.54852903,7.371563873,1.179901286,0.128525752,0.052151192,0.098460234,0.029608518,82.45946644,31.07157986,7.313124132,1.1355025,0.090683061,0.042757716,0.139133629,0.04409699,58.07613055,24.93954786,7.180287821,1.320279046,24,12,8,56,0,0,97.08737864,0.918863779,2.29169634,33.83346006,12.48668365,0.281481481,0.25,0.19379845,15.11627907,71.89922481,5.813953488,1.937984496,5.03875969,0
78,eda,sca,f,1.548795944,4.805333333,25.78506086,462.5267828,181.7908107,77.02756834,618.8294065,233.2201304,259.9674365,170.9747587,275.7541441,359.8050629,154.3405887,0.219187209,0.696,0.896666667,0.136666667,0.603333333,0.588,0.760666667,0.550666667,0.404666667,0.763285024,0.556702527,0.098076237,21.09135365,0.6914,0.0442,23.91096003,0.798975652,0,75,100,25,0,100,25,75,25,0,75,25,0.6,0.6,0.5,0.8,20.57875638,5.126148519,0.160596064,0.071511005,0.093609735,0.028842938,62.31418613,25.49985444,5.28968414,1.09174454,0.113242848,0.063625547,0.150642585,0.096768267,42.72905743,15.91861216,5.479935235,1.410578101,0.158005894,0.06047903,0.093907921,0.038948102,65.56107695,28.69819374,5.240548418,1.119051206,0.151806456,0.066201952,0.10574332,0.03777188,55.0100661,20.31280243,5.261532105,1.260686969,16.66666667,8.333333333,2.777777778,72.22222222,0,0,99.31034483,1.157429626,2.054945396,22.17800328,7.43549157,0.571052632,0.324324324,0,5.310734463,55.25423729,5.084745763,4.745762712,25.64971751,3.95480226
79,eda,wt,m,6.773333333,0.804666667,26.86018289,652.5278044,303.6057126,473.3868673,556.6249772,228.1728906,397.8879516,255.0536088,591.7127737,374.596735,303.109746,0.034643571,0.528666667,0.310666667,0.167333333,0.642,0.326,0.655333333,0.118,0.37,0.486542443,0.622322855,0.069220176,21.60175687,0.7696,0.036866667,23.96091561,0.83668602,75,0,75,100,75,75,25,50,50,25,50,25,0.9,0.9,1,0.9,29.1453722,10.46876564,0.177809782,0.075609435,0.116440841,0.041175246,70.22308077,29.19104084,7.137899785,0.841937332,0.142421601,0.053179202,0.1537697,0.066684737,56.89491891,28.20770399,7.103808091,1.114008091,0.164284102,0.066886807,0.134420193,0.055780391,64.85861437,34.8800923,7.086365895,0.837249348,0.114235036,0.058860499,0.185444001,0.05974284,43.86870348,19.67506978,7.118686382,0.921601665,3.125,37.5,3.125,56.25,0,0,98.46153846,0.990725179,2.148636852,27.05132407,11.88047528,0.655555556,0.751428571,0,8.943089431,70.26713124,7.433217189,2.555168409,10.56910569,0.232288037
80,ctrl,wt,m,3.092250923,3.773833333,30.51479339,947.6091531,912.7558805,950.9940238,1033.170028,960.610344,699.93307,828.9545532,833.5778639,736.3630851,508.6775376,0,0.007333333,0.018666667,0,0,0.177333333,0.023333333,0.036,0.015333333,0.253968254,0.646208466,0.054884421,21.81820533,0.7202,0.046133333,23.42026337,0.867456166,50,50,100,100,100,100,0,0,0,0,25,25,1,1.3,1.3,1,23.67534633,2.582956465,0.172078225,0.025790591,0.13460852,0.018557115,55.36475663,7.918552997,7.326794903,0.478523026,0.134469925,0.027882842,0.175829585,0.026050939,42.41406934,6.05435886,7.327153982,0.568952104,0.156494609,0.026996098,0.145705218,0.022437364,50.92449091,7.515011322,7.275301447,0.469507633,0.140152112,0.026316044,0.168534356,0.02667504,44.2947586,6.977890693,7.307536113,0.494947354,0,56.66666667,23.33333333,20,0,0,96.77419355,1.061220263,2.10069239,23.49040071,2.467555449,0.777142857,0.688235294,0,10.47729919,78.23050058,3.143189756,2.211874272,5.471478463,0.465657742
81,ctrl,wt,m,1.131687243,2.723166667,25.69860359,163.447854,66.31250716,581.6877224,398.2208901,520.177842,457.080653,383.0137087,288.5442018,363.5143134,265.1046241,0.605596269,0.971333333,0.120666667,0.397333333,0.189333333,0.379333333,0.455333333,0.580666667,0.334666667,0.512767426,0.640133997,0.078075086,21.49872941,0.641666667,0.089133333,21.45712043,0.819651611,25,25,25,25,100,100,50,75,75,100,50,100,1.5,1.2,1,0.9,26.58276289,11.86950275,0.198033159,0.067267128,0.136442698,0.041515961,57.69938083,28.19477795,6.834002341,0.966584895,0.113685188,0.032455387,0.219308248,0.092390199,41.58696206,27.49096955,6.846161019,1.075399224,0.186167838,0.073705731,0.133983122,0.04400813,58.48101924,26.0637527,6.852163211,1.00220187,0.147831659,0.060749606,0.176658019,0.054085422,41.43664299,17.14571479,6.577781316,1.30317517,36.36363636,6.060606061,15.15151515,42.42424242,0,0,94.96402878,1.29068395,2.490429006,24.54348275,13.18639509,1.234285714,1.271052632,0,15.43086172,62.1242485,6.312625251,2.705410822,13.22645291,0.200400802
82,eda,sca,m,2.838827839,3.171833333,22.36514958,299.7298601,173.491447,160.9639538,509.9079055,487.277501,184.7526133,135.6870228,191.2279986,232.3124438,423.1923095,0.361092605,0.756666667,0.764666667,0.226,0.288,0.721333333,0.761333333,0.604,0.508666667,0.197377502,0.612716288,0.04898167,22.06108603,0.522333333,0.053666667,21.85994045,0.822215323,50,75,0,25,25,0,75,75,75,50,0,0,0.7,0.9,1,0.8,37.08345536,6.26649801,0.108631503,0.035826141,0.082387158,0.01821339,92.14136719,25.7925128,7.198579712,1.167373515,0.091444566,0.044760708,0.107491237,0.016864062,69.73587168,14.0029889,7.319442455,0.994709369,0.107464106,0.033180673,0.08414031,0.021225886,92.24297723,26.63603095,7.289499967,1.173677686,0.091192155,0.036229571,0.102651292,0.039290638,83.66115941,50.33452627,7.109782781,1.271806479,18.75,21.875,3.125,56.25,0,0,99.2248062,1.190747426,2.00361163,36.89965839,6.101187279,0.185294118,0.06969697,0,7.599309154,75.12953368,4.835924007,1.554404145,10.3626943,0.518134715
84,ctrl,sca,f,7.801033592,2.542,25.49229403,496.7768814,251.8593913,205.2325438,329.3246855,503.740332,339.6318766,369.1994059,493.0083581,262.0504196,402.5092371,0.095936043,0.623333333,0.618,0.498,0.164,0.398,0.263333333,0.242,0.574666667,0.318150449,0.627911857,0.069592671,22.08417069,0.75,0.0518,24.38525856,0.836491258,50,100,75,75,100,100,25,25,75,75,75,100,0.6,0.7,1.2,0.8,18.07818547,2.589242914,0.206901442,0.058229897,0.145645999,0.033854785,46.86954318,15.74194065,6.451768726,1.304386578,0.159741114,0.060667392,0.195672011,0.044522482,34.50534003,11.43053096,6.426470367,1.446808591,0.182988114,0.044809655,0.165158156,0.058667642,43.96360276,18.81237531,6.49002782,1.122840265,0.176924482,0.067961987,0.179435973,0.042398674,37.24232609,9.297338124,6.420380189,1.333475227,17.14285714,22.85714286,17.14285714,42.85714286,0,0,98.5915493,1.191682697,2.506856909,18.22721336,2.805150751,0.791891892,0.684615385,0.171379606,8.654670094,71.89374464,4.198800343,1.970865467,11.99657241,1.113967438
85,eda,sca,f,2.294511379,1.322333333,27.42461297,821.3116717,832.6365544,637.6412537,611.1369286,439.1163104,579.4879468,99.42687029,608.7991008,400.1493635,343.8574871,0.01598934,0.035356905,0.175567423,0.088666667,0.367333333,0.238666667,0.920666667,0.09,0.440666667,0.563837129,0.673653928,0.089294002,22.0540194,0.755634085,0.044072543,23.96459903,0.681923152,50,75,75,100,100,100,0,25,50,0,25,0,0.9,0.8,0.7,0.8,15.84735097,3.530653702,0.230186545,0.155736455,0.142788018,0.119186408,51.00208586,22.15939939,5.756904252,1.057350217,0.202194693,0.157902189,0.18001727,0.149189832,40.2488869,18.1835688,5.69623706,1.290931464,0.216008951,0.148126333,0.137979091,0.094805773,46.14394887,24.20299839,5.509412495,2.005037621,0.209960663,0.189363918,0.190363621,0.084702317,34.637786,10.75602766,5.935919871,0.935851217,12.90322581,3.225806452,0,83.87096774,0,0,93.23308271,1.187594243,2.057335297,16.13471342,3.667944316,0.577142857,0.45,0,3.344768439,58.57632933,7.032590051,1.457975986,23.84219554,5.746140652
